Price,Adj Close,Close,High,Low,Open,Volume
Ticker,^TWII,^TWII,^TWII,^TWII,^TWII,^TWII
Date,,,,,,
2016-12-14,9368.5078125,9368.51953125,9413.1298828125,9353.25,9395.599609375,1658400
2016-12-15,9360.337890625,9360.349609375,9370.509765625,9309.7900390625,9337.2099609375,1692100
2016-12-16,9326.7685546875,9326.7802734375,9379.75,9326.7802734375,9352.26953125,1858100
2016-12-19,9239.30859375,9239.3203125,9317.0302734375,9237.98046875,9316.0595703125,1454800
2016-12-20,9242.3984375,9242.41015625,9258.6904296875,9199.83984375,9229.740234375,1349900
2016-12-21,9204.248046875,9204.259765625,9263.5,9204.259765625,9234.9404296875,1439700
2016-12-22,9118.73828125,9118.75,9209.7197265625,9118.75,9204.2900390625,1427400
2016-12-23,9078.6279296875,9078.6396484375,9128.830078125,9078.6396484375,9112.330078125,1333800
2016-12-26,9110.5283203125,9110.5400390625,9127.740234375,9083.2802734375,9088.990234375,799000
2016-12-27,9109.2626953125,9109.26953125,9132.0498046875,9100.830078125,9120.8798828125,880800
2016-12-28,9201.3935546875,9201.400390625,9203.5595703125,9120.900390625,9120.900390625,1195900
2016-12-29,9153.0830078125,9153.08984375,9196.01953125,9149.16015625,9172.3896484375,1239800
2016-12-30,9253.4931640625,9253.5,9259.08984375,9186.2998046875,9186.2998046875,1329700
2017-01-03,9272.873046875,9272.8798828125,9273.650390625,9235.9501953125,9252.5595703125,1186600
2017-01-04,9286.953125,9286.9599609375,9299.6201171875,9266.0302734375,9279.51953125,1322300
2017-01-05,9358.1328125,9358.1396484375,9358.419921875,9282.4501953125,9282.5595703125,1859300
2017-01-06,9372.212890625,9372.2197265625,9381.1103515625,9351.25,9371.41015625,1743800
2017-01-09,9342.4130859375,9342.419921875,9404.900390625,9328.1904296875,9376.48046875,1708500
2017-01-10,9349.6328125,9349.6396484375,9353.599609375,9319.4501953125,9344.1904296875,1514800
2017-01-11,9345.7333984375,9345.740234375,9384.0,9333.490234375,9370.169921875,1801200
2017-01-12,9410.1728515625,9410.1796875,9430.580078125,9356.1201171875,9356.1201171875,1919300
2017-01-13,9378.8232421875,9378.830078125,9387.6796875,9352.080078125,9373.7001953125,1560100
2017-01-16,9292.3232421875,9292.330078125,9359.009765625,9281.2099609375,9356.5400390625,1445700
2017-01-17,9354.5234375,9354.5302734375,9354.5302734375,9294.6796875,9301.9599609375,1449700
2017-01-18,9341.962890625,9341.9697265625,9350.9501953125,9322.4404296875,9344.740234375,1882800
2017-01-19,9318.11328125,9318.1201171875,9337.6396484375,9287.5400390625,9324.830078125,1796100
2017-01-20,9331.453125,9331.4599609375,9350.0703125,9317.6201171875,9326.7998046875,1613400
2017-01-23,9424.04296875,9424.0498046875,9427.4599609375,9363.66015625,9363.66015625,1796100
2017-01-24,9447.943359375,9447.9501953125,9468.33984375,9416.0595703125,9423.0498046875,2147200
2017-02-02,9428.962890625,9428.9697265625,9521.33984375,9413.76953125,9502.25,3341600
2017-02-03,9455.552734375,9455.5595703125,9478.009765625,9423.9296875,9450.0595703125,2264200
2017-02-06,9538.0029296875,9538.009765625,9548.6796875,9467.669921875,9467.669921875,3053900
2017-02-07,9554.552734375,9554.5595703125,9555.7998046875,9512.5595703125,9527.419921875,2607300
2017-02-08,9543.2431640625,9543.25,9564.0703125,9505.7900390625,9540.76953125,2893600
2017-02-09,9590.1728515625,9590.1796875,9600.08984375,9540.509765625,9555.51953125,2733900
2017-02-10,9665.5830078125,9665.58984375,9688.150390625,9612.669921875,9612.669921875,3443400
2017-02-13,9710.3134765625,9710.3203125,9711.4296875,9681.099609375,9690.3896484375,2743600
2017-02-14,9718.7734375,9718.7802734375,9760.009765625,9698.2900390625,9726.740234375,2798500
2017-02-15,9799.7529296875,9799.759765625,9813.98046875,9723.0400390625,9724.1298828125,2986500
2017-02-16,9771.2431640625,9771.25,9869.58984375,9753.16015625,9826.8896484375,2654800
2017-02-17,9759.7529296875,9759.759765625,9791.58984375,9754.5400390625,9779.16015625,2180300
2017-02-20,9753.193359375,9753.2001953125,9817.1396484375,9743.3603515625,9795.8095703125,2480000
2017-02-21,9763.9228515625,9763.9296875,9775.490234375,9721.3603515625,9761.26953125,2406100
2017-02-22,9778.7734375,9778.7802734375,9820.0703125,9770.099609375,9786.25,2566100
2017-02-23,9769.302734375,9769.3095703125,9810.5595703125,9748.9404296875,9774.080078125,2525500
2017-02-24,9750.462890625,9750.4697265625,9784.3896484375,9740.1796875,9757.669921875,2454600
2017-03-01,9674.7734375,9674.7802734375,9758.7802734375,9674.7802734375,9751.1201171875,2474000
2017-03-02,9691.79296875,9691.7998046875,9774.599609375,9646.33984375,9727.599609375,2522300
2017-03-03,9648.203125,9648.2099609375,9679.8203125,9633.8798828125,9672.259765625,2180100
2017-03-06,9682.623046875,9682.6298828125,9688.5,9647.0,9647.0,1906000
2017-03-07,9738.0634765625,9738.0703125,9738.0703125,9690.2001953125,9690.259765625,1882200
2017-03-08,9753.443359375,9753.4501953125,9773.490234375,9712.5,9744.259765625,2048400
2017-03-09,9658.603515625,9658.6103515625,9743.7802734375,9650.3203125,9740.0498046875,2432800
2017-03-10,9627.8828125,9627.8896484375,9656.650390625,9562.75,9653.7900390625,2283500
2017-03-13,9697.3330078125,9697.33984375,9697.33984375,9656.5595703125,9656.5595703125,1858800
2017-03-14,9744.203125,9744.2099609375,9767.66015625,9720.5302734375,9720.5302734375,2212800
2017-03-15,9740.302734375,9740.3095703125,9749.009765625,9714.580078125,9741.2900390625,1836600
2017-03-16,9837.8232421875,9837.830078125,9842.169921875,9768.849609375,9768.849609375,2102200
2017-03-17,9908.68359375,9908.6904296875,9908.6904296875,9835.509765625,9845.58984375,2689700
2017-03-20,9912.962890625,9912.9697265625,9916.1796875,9869.349609375,9905.8095703125,2118700
2017-03-21,9972.4833984375,9972.490234375,9976.6103515625,9918.3896484375,9923.1796875,2317100
2017-03-22,9922.6533203125,9922.66015625,9922.66015625,9843.0703125,9911.9599609375,2270500
2017-03-23,9930.7333984375,9930.740234375,9945.240234375,9897.4501953125,9921.9697265625,2615300
2017-03-24,9902.9736328125,9902.98046875,9932.6796875,9892.3095703125,9914.1201171875,2324400
2017-03-27,9876.7626953125,9876.76953125,9917.849609375,9859.5302734375,9907.599609375,2296100
2017-03-28,9876.443359375,9876.4501953125,9924.1396484375,9799.2802734375,9909.990234375,2595900
2017-03-29,9856.2431640625,9856.25,9906.759765625,9831.6298828125,9887.0,2272800
2017-03-30,9848.1435546875,9848.150390625,9878.6201171875,9836.330078125,9869.2802734375,2296100
2017-03-31,9811.5126953125,9811.51953125,9869.650390625,9811.51953125,9846.3798828125,2362400
2017-04-05,9949.4736328125,9949.48046875,9949.48046875,9856.4404296875,9856.4404296875,2734200
2017-04-06,9897.79296875,9897.7998046875,9946.66015625,9879.849609375,9946.66015625,2015700
2017-04-07,9873.36328125,9873.3701171875,9900.8798828125,9788.51953125,9892.98046875,2422600
2017-04-10,9882.533203125,9882.5400390625,9898.6396484375,9859.0302734375,9880.2900390625,2364800
2017-04-11,9832.4130859375,9832.419921875,9896.58984375,9820.41015625,9881.5302734375,2287200
2017-04-12,9817.6728515625,9817.6796875,9837.1904296875,9789.58984375,9831.5595703125,2339400
2017-04-13,9836.6728515625,9836.6796875,9868.4501953125,9800.7998046875,9808.830078125,2222700
2017-04-14,9732.9228515625,9732.9296875,9808.330078125,9730.9404296875,9806.150390625,2179100
2017-04-17,9716.3935546875,9716.400390625,9762.4697265625,9670.1103515625,9740.8095703125,2118300
2017-04-18,9746.552734375,9746.5595703125,9771.0703125,9727.259765625,9735.759765625,1763700
2017-04-19,9639.93359375,9639.9404296875,9725.3896484375,9631.6396484375,9725.3896484375,2145200
2017-04-20,9632.68359375,9632.6904296875,9664.240234375,9622.25,9639.9296875,1820400
2017-04-21,9717.4033203125,9717.41015625,9718.8203125,9657.0498046875,9657.0498046875,1626700
2017-04-24,9717.943359375,9717.9501953125,9772.9599609375,9683.7001953125,9742.91015625,1467700
2017-04-25,9841.703125,9841.7099609375,9841.7099609375,9737.8203125,9737.8203125,2097800
2017-04-26,9856.443359375,9856.4501953125,9865.8798828125,9827.4697265625,9859.1103515625,2146400
2017-04-27,9860.61328125,9860.6201171875,9863.51953125,9823.849609375,9859.4501953125,1830500
2017-04-28,9871.9931640625,9872.0,9897.0400390625,9845.83984375,9868.3798828125,2208800
2017-05-02,9941.2626953125,9941.26953125,9951.1396484375,9925.75,9926.4404296875,2064300
2017-05-03,9955.3232421875,9955.330078125,9979.91015625,9937.990234375,9957.6201171875,1702700
2017-05-04,9967.6396484375,9967.6396484375,9973.759765625,9938.9599609375,9962.73046875,1816700
2017-05-05,9899.9404296875,9899.9404296875,9960.990234375,9899.9404296875,9954.9404296875,1708400
2017-05-08,9937.25,9937.25,9964.8603515625,9900.0703125,9934.1298828125,1860700
2017-05-09,9915.48046875,9915.48046875,10001.9404296875,9899.080078125,9967.009765625,2425200
2017-05-10,9968.3203125,9968.3203125,9971.98046875,9932.169921875,9935.2197265625,1972100
2017-05-11,10001.48046875,10001.48046875,10018.7900390625,9964.2998046875,9968.509765625,2145200
2017-05-12,9986.8203125,9986.8203125,10008.25,9961.3701171875,9981.76953125,1833700
2017-05-15,10036.8203125,10036.8203125,10036.8203125,9978.2802734375,9978.2802734375,1810800
2017-05-16,10031.490234375,10031.490234375,10058.58984375,9991.080078125,10037.580078125,2176300
2017-05-17,10013.669921875,10013.669921875,10029.6201171875,9967.9697265625,10019.6201171875,1822400
2017-05-18,9969.4501953125,9969.4501953125,9969.4501953125,9895.650390625,9952.6396484375,1786200
2017-05-19,9947.6201171875,9947.6201171875,9979.73046875,9947.1396484375,9970.400390625,1852200
2017-05-22,9997.259765625,9997.259765625,9997.259765625,9960.9404296875,9965.080078125,1636800
2017-05-23,10007.83984375,10007.83984375,10038.2001953125,9992.580078125,9994.6796875,1747800
2017-05-24,10044.419921875,10044.419921875,10059.740234375,10014.150390625,10014.150390625,1748400
2017-05-25,10108.490234375,10108.490234375,10108.490234375,10059.2001953125,10059.91015625,2021300
2017-05-26,10101.9501953125,10101.9501953125,10121.8798828125,10072.83984375,10090.1796875,1914300
2017-05-31,10040.7197265625,10040.7197265625,10116.1298828125,10025.8798828125,10095.9501953125,2713500
2017-06-01,10087.419921875,10087.419921875,10100.3701171875,10059.9296875,10064.4404296875,1983100
2017-06-02,10152.5302734375,10152.5302734375,10152.5302734375,10117.0595703125,10117.759765625,2100600
2017-06-05,10226.83984375,10226.83984375,10226.83984375,10164.8896484375,10164.8896484375,2208100
2017-06-06,10206.1796875,10206.1796875,10221.6396484375,10190.3896484375,10213.169921875,2078600
2017-06-07,10209.990234375,10209.990234375,10242.3896484375,10183.150390625,10216.1396484375,2239900
2017-06-08,10225.7802734375,10225.7802734375,10235.7001953125,10211.0,10215.9296875,1756200
2017-06-09,10199.650390625,10199.650390625,10268.3701171875,10198.7998046875,10238.5498046875,2205300
2017-06-12,10109.9599609375,10109.9599609375,10158.6396484375,10109.9599609375,10137.0400390625,1800300
2017-06-13,10128.150390625,10128.150390625,10146.669921875,10109.7001953125,10109.7001953125,1635400
2017-06-14,10072.4599609375,10072.4599609375,10165.3095703125,10033.25,10142.7998046875,2131200
2017-06-15,10088.349609375,10088.349609375,10089.0703125,10046.7998046875,10079.1396484375,1647300
2017-06-16,10156.73046875,10156.73046875,10159.4697265625,10073.1201171875,10078.6904296875,2120200
2017-06-19,10250.599609375,10250.599609375,10250.599609375,10162.2197265625,10162.2197265625,1878500
2017-06-20,10324.4599609375,10324.4599609375,10354.3701171875,10286.7900390625,10286.7900390625,1913800
2017-06-21,10349.7197265625,10349.7197265625,10379.8203125,10274.75,10310.9697265625,2399200
2017-06-22,10399.0595703125,10399.0595703125,10403.3603515625,10368.9296875,10369.080078125,2010500
2017-06-23,10377.7001953125,10377.7001953125,10422.330078125,10374.009765625,10403.5595703125,1952000
2017-06-26,10513.9599609375,10513.9599609375,10513.9599609375,10341.8603515625,10341.8603515625,2648600
2017-06-27,10512.0595703125,10512.0595703125,10545.7001953125,10489.099609375,10513.0,2660200
2017-06-28,10390.5498046875,10390.5498046875,10459.169921875,10382.8095703125,10459.169921875,3121300
2017-06-29,10421.650390625,10421.650390625,10476.509765625,10390.900390625,10442.1796875,2867000
2017-06-30,10395.0703125,10395.0703125,10395.0703125,10329.83984375,10367.259765625,2376900
2017-07-03,10412.7900390625,10412.7900390625,10412.7900390625,10363.5,10368.990234375,2157100
2017-07-04,10347.7802734375,10347.7802734375,10421.7197265625,10347.7802734375,10397.9296875,2445100
2017-07-05,10404.7900390625,10404.7900390625,10404.7900390625,10304.740234375,10352.3896484375,1994200
2017-07-06,10368.2001953125,10368.2001953125,10381.2001953125,10336.3203125,10380.66015625,1694000
2017-07-07,10297.25,10297.25,10343.2998046875,10294.6904296875,10343.2998046875,1754100
2017-07-10,10289.91015625,10289.91015625,10331.1103515625,10283.9501953125,10310.740234375,1964700
2017-07-11,10415.5703125,10415.5703125,10415.5703125,10313.080078125,10313.080078125,2039900
2017-07-12,10420.6796875,10420.6796875,10450.8701171875,10393.5400390625,10396.9697265625,2196800
2017-07-13,10460.150390625,10460.150390625,10485.2802734375,10418.740234375,10418.740234375,2645100
2017-07-14,10443.91015625,10443.91015625,10466.33984375,10423.400390625,10450.919921875,2292900
2017-07-17,10457.5400390625,10457.5400390625,10490.0498046875,10436.3095703125,10467.26953125,2183500
2017-07-18,10481.259765625,10481.259765625,10481.259765625,10429.849609375,10447.4697265625,2035100
2017-07-19,10506.099609375,10506.099609375,10537.419921875,10472.8095703125,10472.8095703125,2351900
2017-07-20,10499.3603515625,10499.3603515625,10534.51953125,10483.5400390625,10513.1201171875,2273600
2017-07-21,10436.7001953125,10436.7001953125,10477.7197265625,10428.5595703125,10468.4697265625,1904900
2017-07-24,10461.2802734375,10461.2802734375,10461.2802734375,10406.8095703125,10426.1298828125,1756400
2017-07-25,10463.150390625,10463.150390625,10473.98046875,10442.849609375,10455.1396484375,1959500
2017-07-26,10419.1103515625,10419.1103515625,10500.1103515625,10416.5703125,10477.150390625,2344100
2017-07-27,10508.3701171875,10508.3701171875,10516.23046875,10427.830078125,10427.830078125,2487900
2017-07-28,10423.0498046875,10423.0498046875,10480.669921875,10410.5302734375,10480.669921875,1915800
2017-07-31,10427.330078125,10427.330078125,10427.330078125,10366.169921875,10396.759765625,2036800
2017-08-01,10437.2900390625,10437.2900390625,10470.0302734375,10408.5302734375,10408.5302734375,2391000
2017-08-02,10519.26953125,10519.26953125,10519.26953125,10479.259765625,10479.259765625,2351400
2017-08-03,10469.8798828125,10469.8798828125,10478.6201171875,10427.7197265625,10464.099609375,2125000
2017-08-04,10506.5595703125,10506.5595703125,10510.7001953125,10466.25,10470.9599609375,2439200
2017-08-07,10579.3798828125,10579.3798828125,10592.3095703125,10521.6904296875,10521.6904296875,2543100
2017-08-08,10568.9697265625,10568.9697265625,10619.419921875,10533.7197265625,10598.58984375,2898600
2017-08-09,10470.3798828125,10470.3798828125,10536.1904296875,10457.51953125,10523.509765625,2590000
2017-08-10,10329.740234375,10329.740234375,10477.7900390625,10303.4697265625,10470.0302734375,3032100
2017-08-11,10329.5703125,10329.5703125,10338.0595703125,10238.5,10267.0498046875,2408500
2017-08-14,10225.2802734375,10225.2802734375,10365.2197265625,10225.2802734375,10347.66015625,2531500
2017-08-15,10311.16015625,10311.16015625,10336.2197265625,10271.0302734375,10271.0302734375,2296200
2017-08-16,10290.3896484375,10290.3896484375,10322.3798828125,10245.7197265625,10302.830078125,2510400
2017-08-17,10369.3701171875,10369.3701171875,10372.41015625,10302.5400390625,10302.5400390625,2588000
2017-08-18,10321.330078125,10321.330078125,10330.3896484375,10259.830078125,10324.830078125,2316000
2017-08-21,10326.3896484375,10326.3896484375,10336.3701171875,10282.7197265625,10316.08984375,2165200
2017-08-22,10392.0703125,10392.0703125,10410.4697265625,10353.3701171875,10353.3701171875,2482000
2017-08-23,10406.8095703125,10406.8095703125,10458.91015625,10378.009765625,10418.3203125,2465700
2017-08-24,10488.9599609375,10488.9599609375,10488.9599609375,10410.73046875,10414.66015625,2716400
2017-08-25,10515.509765625,10515.509765625,10519.83984375,10478.7197265625,10497.8603515625,2826800
2017-08-28,10525.98046875,10525.98046875,10542.3701171875,10498.8798828125,10502.7998046875,2738000
2017-08-29,10496.5703125,10496.5703125,10518.6904296875,10463.2197265625,10518.6904296875,2815800
2017-08-30,10569.400390625,10569.400390625,10574.5302734375,10511.58984375,10511.58984375,2765700
2017-08-31,10585.7802734375,10585.7802734375,10609.48046875,10551.9501953125,10586.650390625,2800700
2017-09-01,10594.8203125,10594.8203125,10619.51953125,10568.7197265625,10576.26953125,3121700
2017-09-04,10569.8701171875,10569.8701171875,10610.0400390625,10555.33984375,10585.4404296875,2619800
2017-09-05,10617.83984375,10617.83984375,10617.83984375,10564.259765625,10584.099609375,2761000
2017-09-06,10547.8603515625,10547.8603515625,10604.919921875,10519.7099609375,10593.8701171875,2815600
2017-09-07,10538.509765625,10538.509765625,10604.01953125,10509.91015625,10564.7900390625,3227300
2017-09-08,10609.9501953125,10609.9501953125,10609.9501953125,10550.7197265625,10553.900390625,2818200
2017-09-11,10572.16015625,10572.16015625,10656.25,10565.7802734375,10630.16015625,2977700
2017-09-12,10610.349609375,10610.349609375,10646.5498046875,10586.2802734375,10610.330078125,2920800
2017-09-13,10532.8798828125,10532.8798828125,10620.3095703125,10532.8798828125,10596.3603515625,2711500
2017-09-14,10553.5703125,10553.5703125,10572.7099609375,10508.7197265625,10533.990234375,2491800
2017-09-15,10580.41015625,10580.41015625,10580.7802734375,10520.150390625,10556.8203125,3365900
2017-09-18,10631.5703125,10631.5703125,10642.400390625,10581.8095703125,10590.7998046875,3575300
2017-09-19,10576.1396484375,10576.1396484375,10664.1796875,10561.2099609375,10653.33984375,3071500
2017-09-20,10519.169921875,10519.169921875,10589.1904296875,10490.7099609375,10568.580078125,2745000
2017-09-21,10578.4404296875,10578.4404296875,10603.080078125,10493.9501953125,10506.849609375,2312400
2017-09-22,10449.6796875,10449.6796875,10579.01953125,10446.4501953125,10571.650390625,2427200
2017-09-25,10335.8896484375,10335.8896484375,10447.08984375,10322.099609375,10442.0498046875,2622600
2017-09-26,10257.01953125,10257.01953125,10374.5400390625,10257.01953125,10333.4404296875,2348600
2017-09-27,10326.6796875,10326.6796875,10357.23046875,10315.9697265625,10322.4404296875,1954500
2017-09-28,10296.4501953125,10296.4501953125,10365.58984375,10288.240234375,10351.419921875,2054900
2017-09-29,10329.9404296875,10329.9404296875,10338.9501953125,10273.599609375,10319.6904296875,1942400
2017-10-02,10465.16015625,10465.16015625,10472.8095703125,10414.5302734375,10425.099609375,1730200
2017-10-03,10469.349609375,10469.349609375,10495.33984375,10445.8603515625,10462.7001953125,1916100
2017-10-05,10518.26953125,10518.26953125,10530.9296875,10473.2802734375,10473.2802734375,1905900
2017-10-06,10532.8095703125,10532.8095703125,10557.669921875,10511.5,10538.2099609375,1950000
2017-10-11,10641.1904296875,10641.1904296875,10668.490234375,10576.1201171875,10576.1201171875,2859400
2017-10-12,10711.4404296875,10711.4404296875,10711.4404296875,10668.3896484375,10668.3896484375,2367700
2017-10-13,10724.08984375,10724.08984375,10724.08984375,10675.830078125,10712.48046875,2301200
2017-10-16,10774.2099609375,10774.2099609375,10774.2099609375,10723.3701171875,10735.1396484375,2451900
2017-10-17,10723.150390625,10723.150390625,10798.51953125,10723.150390625,10790.349609375,2368600
