時間,開盤價,最高價,最低價,收盤價,SMA10,SMA20,SMA60,成交量,買賣超(元),外資累計買賣超(元),買進(元),賣出(元),外資持股比例,買賣超(元),投信累計買賣超(元),買進(元),賣出(元),投信持股比例
2024/12/10,23228.26,23329.01,23071.43,23125.08,22877.54,22813.23,22777.57,3562.4,-70.1億,1.55兆,1246億,1316億,N/A,-14.3億,1.15兆,64.3億,78.6億,N/A
2024/12/11,23108.36,23108.36,22880.57,22903.63,22934.43,22815.4,22808.78,3391.62,-176億,1.53兆,1039億,1215億,N/A,38.5億,1.15兆,114億,75.9億,N/A
2024/12/12,23050.64,23189.29,23030.48,23046.8,23009.22,22831.97,22832.01,3614.27,-17.2億,1.53兆,1225億,1242億,N/A,10.7億,1.15兆,98.4億,87.8億,N/A
2024/12/13,23002.37,23097.52,22920.84,23020.48,23085.02,22845.86,22853.02,3550.35,-40.3億,1.52兆,1154億,1194億,N/A,25.4億,1.15兆,117億,92.0億,N/A
2024/12/16,23207.21,23264.4,22959.91,23039.9,23115.31,22870.53,22872.85,4221.36,152億,1.54兆,1520億,1368億,N/A,16.4億,1.15兆,134億,117億,N/A
2024/12/17,23131.57,23223.51,23018.01,23018.01,23114.37,22878.99,22895.17,4105.57,34.3億,1.54兆,1569億,1534億,N/A,-3.19億,1.15兆,194億,197億,N/A
2024/12/18,23014.43,23211.17,22934.59,23168.67,23105.7,22903,22913.94,4112.83,104億,1.55兆,1597億,1492億,N/A,17.1億,1.16兆,187億,170億,N/A
2024/12/19,22947.56,22947.56,22743.3,22932.25,23072.13,22921.83,22926.82,4218.59,-333億,1.52兆,1394億,1727億,N/A,-23.4億,1.15兆,166億,190億,N/A
2024/12/20,22798.39,22845.59,22510.25,22510.25,23003.83,22902.13,22930.56,4794.87,-487億,1.47兆,1705億,2192億,N/A,3.89億,1.15兆,342億,338億,N/A
2024/12/23,22811.56,23132.25,22811.56,23104.54,22986.96,22909.94,22941.78,3611.37,394億,1.51兆,1395億,1001億,N/A,1.35億,1.15兆,287億,285億,N/A
2024/12/24,23260.74,23326.25,23120.24,23120.24,22986.48,22932.01,22947.75,3471.85,143億,1.52兆,1193億,1050億,N/A,-18.0億,1.15兆,243億,261億,N/A
2024/12/25,23226.35,23296.36,23159.36,23220.13,23018.13,22976.28,22953.78,3101.19,111億,1.53兆,870億,759億,N/A,-15.0億,1.15兆,199億,214億,N/A
2024/12/26,23276.08,23320.62,23241.94,23246.94,23038.14,23023.68,22960.85,3066.58,34.6億,1.54兆,861億,827億,N/A,1.56億,1.15兆,197億,195億,N/A
2024/12/27,23251.28,23335.66,23204.35,23275.68,23063.66,23074.34,22978.36,2925.05,54.8億,1.54兆,845億,790億,N/A,-18.0億,1.15兆,75.4億,93.4億,N/A
2024/12/30,23274.26,23331.67,23159.7,23190.2,23078.69,23097,22991.69,2744.56,-64.9億,1.54兆,872億,936億,N/A,-12.8億,1.15兆,120億,133億,N/A
2024/12/31,23094.07,23123.96,22972.99,23035.1,23080.4,23097.38,23003.9,2731.48,-185億,1.52兆,831億,1016億,N/A,-12.0億,1.15兆,134億,146億,N/A
2025/1/2,22975.71,23038.08,22713.63,22832.06,23046.74,23076.22,23006.06,3786.48,-274億,1.49兆,970億,1244億,N/A,-22.2億,1.14兆,177億,199億,N/A
2025/1/3,23018.56,23092.07,22905.4,22908.3,23044.34,23058.24,23011.01,3367.65,91.7億,1.50兆,1119億,1028億,N/A,9.31億,1.15兆,113億,103億,N/A
2025/1/6,23131.79,23553.29,23131.79,23547.71,23148.09,23075.96,23025.82,4234.19,520億,1.55兆,1601億,1081億,N/A,-11.0億,1.14兆,105億,115億,N/A
2025/1/7,23824.72,23943.95,23651.27,23651.27,23202.76,23094.86,23038.31,4387.29,113億,1.56兆,1572億,1458億,N/A,-8.89億,1.14兆,104億,113億,N/A
2025/1/8,23522.29,23671.28,23388.63,23407.33,23231.47,23108.97,23045.51,3708.95,-159億,1.55兆,1255億,1415億,N/A,-20.4億,1.14兆,94.1億,115億,N/A
2025/1/9,23406.72,23463.96,23081.13,23081.13,23217.57,23117.85,23042,3925.47,-291億,1.52兆,1112億,1404億,N/A,-27.9億,1.14兆,51.9億,79.8億,N/A
2025/1/10,23067.46,23202.25,22989.67,23011.86,23194.06,23116.1,23042.01,3425.12,-172億,1.50兆,1113億,1285億,N/A,-9.12億,1.14兆,86.3億,95.4億,N/A
2025/1/13,23070.32,23070.32,22458.22,22488.33,23115.33,23089.5,23032.59,4610.64,-544億,1.45兆,1420億,1965億,N/A,35.2億,1.14兆,100億,65.0億,N/A
2025/1/14,22573.96,22797.52,22542.93,22797.52,23076.06,23077.38,23021.09,2808.59,-130億,1.43兆,1026億,1156億,N/A,44.3億,1.15兆,96.9億,52.6億,N/A
2025/1/15,22757.46,22777.34,22509.65,22514.57,23024.01,23052.2,23003.96,3011.45,-296億,1.40兆,989億,1285億,N/A,13.5億,1.15兆,63.9億,50.4億,N/A
2025/1/16,22817.52,23147.69,22817.52,23025.1,23043.31,23045.03,22995.45,3418,254億,1.43兆,1283億,1030億,N/A,-41.4億,1.14兆,89.5億,131億,N/A
2025/1/17,23190.12,23209.88,22905.53,23148.08,23067.29,23055.82,22992.34,3279.2,132億,1.44兆,1277億,1145億,N/A,-15.8億,1.14兆,99.8億,116億,N/A
2025/1/20,23203.47,23346.64,23176.43,23266.82,23039.2,23093.65,22993.58,2796.24,91.6億,1.45兆,998億,906億,N/A,23.3億,1.14兆,73.4億,50.2億,N/A
2025/1/21,23266.49,23377.64,23174.02,23300.01,23004.08,23103.42,22992.77,2621.5,2.59億,1.45兆,940億,937億,N/A,13.3億,1.15兆,81.4億,68.1億,N/A
2025/1/22,23472.67,23642.08,23472.67,23525.41,23015.88,23123.68,22998.23,3575.34,156億,1.47兆,1457億,1301億,N/A,7.67億,1.15兆,79.7億,72.1億,N/A
2025/2/3,22796.71,22796.71,22502.2,22694.71,22977.24,23097.41,22994.36,5247.61,-744億,1.39兆,1884億,2628億,N/A,98.9億,1.16兆,195億,95.7億,N/A
2025/2/4,22836.27,22934.31,22720.62,22793.96,22955.45,23074.76,22993.92,4222.14,-153億,1.38兆,1683億,1836億,N/A,-18.1億,1.15兆,131億,149億,N/A
2025/2/5,22916.38,23249.33,22916.38,23161.58,23022.78,23069.05,23000.28,3586.38,254億,1.40兆,1507億,1253億,N/A,48.8億,1.16兆,113億,63.8億,N/A
2025/2/6,23226.5,23348.42,23216.65,23316.6,23074.68,23075.37,23006.13,3410.11,29.0億,1.41兆,1275億,1246億,N/A,27.3億,1.16兆,82.2億,54.9億,N/A
2025/2/7,23289.97,23478.27,23254.17,23478.27,23171.05,23097.53,23012.33,3619.24,142億,1.42兆,1284億,1143億,N/A,16.4億,1.16兆,70.2億,53.8億,N/A
2025/2/10,23421.77,23448.16,23163.85,23252.14,23193.76,23118.54,23012.91,3344.6,-189億,1.40兆,1052億,1241億,N/A,9660萬,1.16兆,77.4億,76.4億,N/A
2025/2/11,23321.92,23485.51,23289.76,23384.05,23217.36,23142.32,23012.49,3546.52,93.0億,1.41兆,1203億,1110億,N/A,28.8億,1.17兆,84.3億,55.5億,N/A
2025/2/12,23449.31,23528.61,23289.75,23289.75,23219.65,23129.42,23008.09,3779.26,26.3億,1.41兆,1239億,1212億,N/A,-35.1億,1.16兆,66.1億,101億,N/A
2025/2/13,23263.28,23413.1,23206.45,23399.41,23229.59,23116.83,23005.92,3860.15,10.8億,1.41兆,1341億,1331億,N/A,11.5億,1.16兆,85.8億,74.3億,N/A
2025/2/14,23198.39,23276.24,23142.95,23152.61,23192.31,23104.1,23008.77,4146.05,-246億,1.39兆,1251億,1496億,N/A,-31.9億,1.16兆,67.7億,99.6億,N/A
2025/2/17,23258.17,23510.68,23242.84,23505.33,23273.37,23125.31,23019.52,3715.92,247億,1.41兆,1296億,1049億,N/A,46.8億,1.17兆,136億,89.5億,N/A
2025/2/18,23550.5,23666.11,23454.09,23666.11,23360.59,23158.02,23035.36,3392.65,81.7億,1.42兆,1111億,1030億,N/A,-21.8億,1.16兆,86.8億,109億,N/A
2025/2/19,23589.44,23683.46,23550.99,23604.08,23404.84,23213.81,23049.72,3893.94,-25.8億,1.42兆,1308億,1334億,N/A,-59.8億,1.16兆,46.7億,107億,N/A
2025/2/20,23530.97,23576.71,23400.75,23487.46,23421.92,23248.3,23065.4,3908.3,-168億,1.40兆,1177億,1345億,N/A,-64.5億,1.15兆,49.2億,114億,N/A
2025/2/21,23526.13,23732.58,23488.42,23730.25,23447.12,23309.09,23080.09,3997.59,179億,1.42兆,1384億,1205億,N/A,-48.1億,1.15兆,53.4億,101億,N/A
2025/2/24,23573.8,23605.22,23461.43,23565.31,23478.44,23336.1,23094.71,3732.37,-195億,1.40兆,1177億,1372億,N/A,27.0億,1.15兆,108億,81.4億,N/A
2025/2/25,23376.42,23376.42,23209.53,23285.72,23468.6,23342.98,23106.88,4119.23,-513億,1.35兆,1236億,1749億,N/A,11.2億,1.15兆,95.8億,84.6億,N/A
2025/2/26,23221.84,23431.24,23156.02,23402.55,23479.88,23349.77,23115.18,3831.04,-37.9億,1.35兆,1445億,1483億,N/A,-20.4億,1.15兆,73.4億,93.7億,N/A
2025/2/27,23446.46,23487.73,23053.18,23053.18,23445.26,23337.42,23116.93,5497.06,-451億,1.30兆,2361億,2812億,N/A,-80.0億,1.14兆,63.4億,143億,N/A
2025/3/3,22734.05,22775.02,22611.1,22756.25,23405.62,23298.97,23118.22,4392.48,-570億,1.24兆,1518億,2088億,N/A,92.8億,1.15兆,160億,67.4億,N/A
2025/3/4,22508.8,22700.94,22359.5,22596.88,23314.78,23294.07,23122.59,4154.66,-525億,1.19兆,1298億,1822億,N/A,74.7億,1.16兆,143億,68.2億,N/A
2025/3/5,22778.86,22948.3,22757.22,22871.9,23235.36,23297.97,23132.14,3695.03,-141億,1.18兆,1251億,1392億,N/A,33.2億,1.16兆,98.4億,65.1億,N/A
2025/3/6,22930.11,22979.97,22715.43,22715.43,23146.49,23275.66,23139.69,3601.37,-261億,1.15兆,1115億,1376億,N/A,28.7億,1.16兆,90.5億,61.7億,N/A
2025/3/7,22696.23,22747.11,22542.08,22576.07,23055.35,23238.64,23137,3668.9,-295億,1.12兆,1207億,1502億,N/A,26.7億,1.17兆,102億,75.6億,N/A
2025/3/10,22548.98,22641.25,22407.57,22459.15,22928.24,23187.68,23127.53,3546.57,-287億,1.09兆,1159億,1446億,N/A,44.0億,1.17兆,110億,65.8億,N/A
2025/3/11,22126.06,22140.39,21769.57,22071.09,22778.82,23128.63,23107.8,4286.81,-461億,1.05兆,1348億,1809億,N/A,61.7億,1.18兆,135億,73.7億,N/A
2025/3/12,22171.1,22391.47,22153.61,22278.36,22678.09,23073.34,23091.3,3505,-172億,1.03兆,1200億,1373億,N/A,60.4億,1.18兆,136億,75.1億,N/A
2025/3/13,22403.34,22552.43,21961.68,21961.68,22534,23006.94,23070.78,3784.64,-236億,1.01兆,1152億,1388億,N/A,17.2億,1.18兆,106億,88.8億,N/A
2025/3/14,21986.81,22074.03,21895.9,21968.05,22425.49,22935.37,23049.02,3480.17,-105億,9963億,1197億,1301億,N/A,75.1億,1.19兆,146億,71.4億,N/A
2025/3/17,22137.53,22306.83,22110.08,22118.63,22361.72,22883.67,23032.25,3102.2,-103億,9859億,1113億,1216億,N/A,76.9億,1.20兆,145億,68.0億,N/A
2025/3/18,22204.62,22327.1,22186.42,22271.67,22329.2,22821.99,23021.72,2827.21,-45.8億,9814億,1023億,1069億,N/A,108億,1.21兆,179億,70.4億,N/A
2025/3/19,22245.42,22247.66,21942.69,21960.83,22238.1,22736.73,23003.62,3166.52,-342億,9471億,1021億,1363億,N/A,3.91億,1.21兆,69.1億,65.2億,N/A
2025/3/20,22171,22377.26,22171,22377.26,22204.28,22675.39,22992.9,2779.52,220億,9692億,1132億,911億,N/A,-4.41億,1.21兆,65.3億,69.7億,N/A
2025/3/21,22362.38,22366.95,22200.23,22209.1,22167.58,22611.47,22979.05,3329.39,-177億,9515億,1515億,1692億,N/A,26.6億,1.21兆,163億,137億,N/A
2025/3/24,22348.38,22380.73,22106.64,22106.64,22132.33,22530.29,22963.86,2508.29,-115億,9400億,798億,913億,N/A,30.6億,1.22兆,107億,76.6億,N/A
2025/3/25,22269.37,22414.02,22228.68,22273.19,22152.54,22465.68,22948.93,2567.67,64.1億,9464億,972億,908億,N/A,34.5億,1.22兆,105億,70.3億,N/A
2025/3/26,22327.61,22398.12,22235.89,22260.29,22150.73,22414.41,22937.74,2229.47,-2.26億,9462億,862億,865億,N/A,35.2億,1.22兆,96.3億,61.1億,N/A
2025/3/27,22093.2,22093.2,21919.4,21951.76,22149.74,22341.87,22928.43,2793.06,-388億,9074億,922億,1309億,N/A,52.8億,1.23兆,115億,62.1億,N/A
2025/3/28,21836.16,21836.16,21525.05,21602.89,22113.23,22269.36,22903.4,3265.74,-337億,8737億,999億,1335億,N/A,30.9億,1.23兆,85.8億,54.9億,N/A
2025/3/31,21254.63,21254.63,20695.9,20695.9,21970.95,22166.34,22862.99,4372.6,-379億,8359億,1497億,1875億,N/A,81.7億,1.24兆,141億,59.6億,N/A
2025/4/1,20884.53,21315.52,20884.53,21280.17,21871.8,22100.5,22830.66,2778.79,-43.9億,8315億,1060億,1104億,N/A,53.4億,1.24兆,91.3億,37.8億,N/A
2025/4/2,21313.77,21390.52,21235.99,21298.22,21805.54,22021.82,22798.18,2399.23,-10.5億,8304億,971億,981億,N/A,19.3億,1.25兆,48.9億,29.6億,N/A
2025/4/7,20153.57,20153.57,19212.02,19232.35,21491.05,21847.67,22730.79,1660.23,168億,8473億,552億,384億,N/A,-2.36億,1.25兆,5.54億,7.90億,N/A
2025/4/8,19064.47,19064.47,18180.48,18459.95,21116.14,21641.86,22651.96,5774.57,-342億,8131億,1951億,2293億,N/A,-17.1億,1.24兆,105億,122億,N/A
2025/4/9,18337.44,18371.52,17306.97,17391.76,20644.65,21388.49,22557.9,5897.21,-356億,7774億,1951億,2308億,N/A,-9.81億,1.24兆,91.9億,102億,N/A
2025/4/10,18256.47,19024.47,18256.47,19000.03,20317.33,21234.94,22494.03,2084.38,-56.9億,7718億,594億,651億,N/A,23.1億,1.25兆,45.0億,21.9億,N/A
2025/4/11,18772.5,19528.77,18418.2,19528.77,20044.18,21097.46,22437.71,5268.29,305億,8023億,2309億,2003億,N/A,98.4億,1.26兆,180億,81.3億,N/A
2025/4/14,19686.68,20023.63,19508.93,19513.09,19800.31,20975.03,22370.46,4747.02,-186億,7836億,1797億,1984億,N/A,48.4億,1.26兆,118億,69.2億,N/A
2025/4/15,19609.9,19895.43,19576.15,19857.67,19625.79,20869.51,22307.24,3053.35,-4.90億,7832億,1157億,1162億,N/A,25.5億,1.26兆,81.7億,56.2億,N/A
2025/4/16,19737.09,19737.09,19453.14,19468,19503,20736.98,22241.58,2963.62,-210億,7621億,1068億,1278億,N/A,7.46億,1.26兆,54.9億,47.5億,N/A
2025/4/17,19389.52,19478,19196.47,19338.73,19308.86,20590.33,22179.21,2574.01,-136億,7485億,960億,1096億,N/A,-16.1億,1.26兆,39.2億,55.3億,N/A
2025/4/18,19423.98,19499.28,19376.35,19395.03,19118.54,20462.04,22118.93,2015.58,-152億,7333億,581億,733億,N/A,19.7億,1.26兆,107億,87.1億,N/A
2025/4/21,19321.14,19359.96,19080.6,19106.2,19105.92,20298.49,22062.56,2135.54,-19.5億,7314億,635億,655億,N/A,24.6億,1.27兆,93.9億,69.2億,N/A
2025/4/22,18990.86,19059.65,18793.43,18793.43,19139.27,20127.7,21995.82,2498.94,-52.4億,7261億,856億,909億,N/A,-5.14億,1.27兆,91.1億,96.3億,N/A
2025/4/23,19163.61,19639.14,19163.61,19639.14,19364.01,20004.33,21947.9,2753.9,264億,7525億,1153億,889億,N/A,29.9億,1.27兆,98.7億,68.8億,N/A
2025/4/24,19752.59,19752.59,19433.37,19478.81,19411.89,19864.61,21888.8,2489.03,-62.1億,7463億,935億,998億,N/A,19.7億,1.27兆,78.3億,58.6億,N/A
2025/4/25,19861.24,20012.27,19861.24,19872.73,19446.28,19745.23,21834.21,2982.79,146億,7609億,1142億,996億,N/A,41.5億,1.27兆,96.5億,55.0億,N/A
2025/4/28,19972.07,20073.75,19972.07,20034.41,19498.42,19649.36,21780.33,2229.22,58.7億,7667億,824億,766億,N/A,23.5億,1.28兆,63.5億,40.0億,N/A
2025/4/29,20018.32,20232.63,20007.3,20232.63,19535.91,19580.85,21729.21,2500.23,93.8億,7761億,1011億,918億,N/A,1.86億,1.28兆,39.6億,37.8億,N/A
2025/4/30,20215.39,20331.89,20185.31,20235.03,19612.61,19557.81,21674.37,2820.97,-16.6億,7745億,1121億,1137億,N/A,-1.01億,1.28兆,50.9億,52.0億,N/A
2025/5/2,20534.08,20787.64,20534.08,20787.64,19757.51,19533.18,21642.59,3394.4,388億,8132億,1384億,997億,N/A,8.68億,1.28兆,59.1億,50.4億,N/A
2025/5/5,20839.04,20885.54,20320.8,20532.99,19871.3,19494.92,21604.9,3964.77,244億,8377億,1593億,1348億,N/A,-12.2億,1.28兆,54.5億,66.7億,N/A
2025/5/6,20353.88,20623.85,20349.56,20522.59,20012.94,19559.43,21560.92,3148.24,158億,8534億,1364億,1206億,N/A,8.84億,1.28兆,81.8億,72.9億,N/A
2025/5/7,20575.15,20685.28,20418.03,20546.49,20188.25,19663.76,21514.75,2762.94,136億,8671億,1188億,1051億,N/A,-29.0億,1.27兆,40.1億,69.1億,N/A
2025/5/8,20559.65,20747.28,20543.4,20543.4,20278.67,19821.34,21465.84,2557.07,14.8億,8686億,1001億,987億,N/A,7.88億,1.28兆,51.2億,43.3億,N/A
2025/5/9,20690.8,20915.04,20643.56,20915.04,20422.3,19917.09,21426.89,3030.44,227億,8913億,1260億,1033億,N/A,14.1億,1.28兆,54.6億,40.5億,N/A
2025/5/12,20996.95,21176.13,20996.95,21129.54,20547.98,19997.13,21389.31,2866.81,166億,9079億,1008億,842億,N/A,26.3億,1.28兆,70.0億,43.7億,N/A
2025/5/13,21474.02,21626.28,21330.14,21330.14,20677.55,20087.98,21356.65,4146.59,152億,9231億,1606億,1455億,N/A,13.3億,1.28兆,72.5億,59.3億,N/A
2025/5/14,21552.42,21782.87,21552.42,21782.87,20832.57,20184.24,21329.71,4351.62,447億,9678億,1783億,1336億,N/A,31.9億,1.28兆,92.0億,60.1億,N/A
2025/5/15,21776.65,21821.01,21674.32,21730.25,20982.1,20297.35,21306,3525.83,75.1億,9753億,1362億,1287億,N/A,18.8億,1.29兆,65.5億,46.7億,N/A
2025/5/16,21731.88,21854.5,21697.85,21843.69,21087.7,20422.6,21278.31,3497.42,157億,9910億,1218億,1061億,N/A,-32.0億,1.28兆,65.7億,97.7億,N/A
2025/5/19,21786.33,21786.33,21496.69,21523.83,21186.78,20529.04,21242.6,3362.89,-131億,9779億,1073億,1203億,N/A,3.53億,1.28兆,96.0億,92.5億,N/A
2025/5/20,21631.61,21746.56,21517.1,21526.03,21287.13,20650.03,21207.97,2809.7,53.5億,9833億,1055億,1002億,N/A,3.89億,1.28兆,96.2億,92.3億,N/A
2025/5/21,21603.58,21879.24,21603.58,21803.91,21412.87,20800.56,21179.91,3046.51,302億,1.01兆,1273億,971億,N/A,50.5億,1.29兆,121億,70.7億,N/A
2025/5/22,21733.82,21733.82,21585.31,21670.96,21525.63,20902.15,21145.59,3034.98,24.4億,1.02兆,1010億,985億,N/A,46.1億,1.29兆,160億,114億,N/A
2025/5/23,21766.24,21798.88,21559.78,21652.24,21599.35,21010.82,21113.7,3136.55,-30.3億,1.01兆,1036億,1066億,N/A,64.0億,1.30兆,164億,100億,N/A
2025/5/26,21577.64,21688.45,21536.57,21536.57,21640.05,21094.01,21084.55,3030.73,133億,1.03兆,1234億,1101億,N/A,25.3億,1.30兆,155億,130億,N/A
2025/5/27,21491.65,21558.47,21310,21336.54,21640.69,21159.12,21050.12,3193.83,-103億,1.02兆,1191億,1294億,N/A,42.0億,1.31兆,178億,136億,N/A
2025/5/28,21539.15,21634.37,21305.73,21357.72,21598.17,21215.37,21021.86,3320.03,-7.87億,1.02兆,1334億,1342億,N/A,18.0億,1.31兆,188億,170億,N/A
2025/5/29,21531.29,21605.26,21347.3,21347.3,21559.88,21270.99,20998.38,4803.79,-207億,9944億,2512億,2718億,N/A,78.1億,1.32兆,292億,214億,N/A
2025/6/2,21253.97,21256.1,20940.98,21002.71,21475.78,21281.74,20971.81,3578.57,-539億,9406億,1249億,1787億,N/A,97.1億,1.33兆,288億,191億,N/A
2025/6/3,21126.7,21303.21,21110.63,21126.93,21436.09,21311.44,20942.73,3559.62,-132億,9273億,1321億,1453億,N/A,126億,1.34兆,450億,324億,N/A
2025/6/4,21341.44,21618.09,21341.44,21618.09,21445.3,21366.21,20924.44,4166.15,203億,9477億,1639億,1436億,N/A,47.9億,1.34兆,380億,332億,N/A
2025/6/5,21695.93,21738.93,21626.74,21674.43,21432.35,21422.61,20909.41,3703.33,6632萬,9477億,1328億,1328億,N/A,-23.6億,1.34兆,250億,274億,N/A
2025/6/6,21637.77,21702.46,21606.7,21660.66,21431.32,21478.47,20896.1,3062.62,-137億,9341億,1053億,1190億,N/A,37.3億,1.34兆,217億,179億,N/A
2025/6/9,21773.45,21866.27,21717.52,21790.29,21445.12,21522.24,20891.42,3076.56,-6910萬,9340億,1048億,1049億,N/A,34.3億,1.35兆,212億,178億,N/A
2025/6/10,21921.24,22294.86,21921.24,22242.14,21515.68,21577.87,20890.82,4026.03,399億,9739億,1615億,1216億,N/A,32.2億,1.35兆,198億,166億,N/A
2025/6/11,22376.37,22470.1,22294.6,22470.1,21629.04,21634.86,20899.29,4118.66,79.3億,9818億,1554億,1475億,N/A,46.5億,1.36兆,265億,218億,N/A
2025/6/12,22362.67,22390.17,22253.64,22287.82,21722.05,21660.11,20904.62,3499.64,3.54億,9822億,1238億,1235億,N/A,-30.5億,1.35兆,183億,214億,N/A
2025/6/13,22215.5,22228.01,21984.36,22072.95,21794.61,21677.25,20903.86,3743.6,-7.97億,9814億,1285億,1293億,N/A,49.8億,1.36兆,167億,117億,N/A
2025/6/16,22058.57,22094.6,21936.38,22049.9,21899.33,21687.56,20900.16,2979.54,1291萬,9814億,1039億,1038億,N/A,27.4億,1.36兆,123億,95.5億,N/A
2025/6/17,22172.59,22331.69,22118.46,22211.59,22007.8,21721.94,20904.34,3740.13,62.2億,9876億,1330億,1268億,N/A,83.2億,1.37兆,228億,145億,N/A
2025/6/18,22135.83,22370.25,22104.68,22356.73,22081.66,21763.48,20904,3946.23,116億,9992億,1466億,1350億,N/A,19.0億,1.37兆,153億,134億,N/A
2025/6/19,22238.1,22249.4,21973.04,22003.5,22114.57,21773.46,20900.57,3377.28,-213億,9779億,1021億,1234億,N/A,-20.8億,1.37兆,113億,134億,N/A
2025/6/20,21960.51,22089.48,21779.55,22045.74,22153.08,21792.2,20899.56,4633.62,-49.1億,9730億,2177億,2226億,N/A,12.5億,1.37兆,316億,303億,N/A
2025/6/23,21750.7,21801.32,21551.58,21732.02,22147.25,21796.19,20890.54,3140.69,-149億,9581億,1063億,1212億,N/A,29.8億,1.37兆,215億,185億,N/A
2025/6/24,22001.48,22201.05,22001.48,22188.76,22141.91,21828.8,20889.35,4012.71,293億,9874億,1525億,1232億,N/A,4.54億,1.37兆,278億,274億,N/A
2025/6/25,22341.87,22444.51,22284.52,22430.61,22137.96,21883.5,20897.33,4006.22,356億,1.02兆,1589億,1233億,N/A,53.5億,1.38兆,278億,224億,N/A
2025/6/26,22425.39,22587.67,22391.27,22492.34,22158.41,21940.23,20912.15,3995.89,339億,1.06兆,1692億,1354億,N/A,-38.8億,1.37兆,266億,305億,N/A
2025/6/27,22503.85,22580.08,22388.59,22580.08,22209.13,22001.87,20943.55,3742.53,334億,1.09兆,1531億,1197億,N/A,26.3億,1.38兆,210億,184億,N/A
2025/6/30,22508.33,22558.95,22256.02,22256.02,22229.74,22064.54,20959.82,3653.89,-24.2億,1.09兆,1374億,1398億,N/A,-8.62億,1.38兆,250億,258億,N/A
2025/7/1,22419.74,22730.76,22401.58,22553.72,22263.95,22135.87,20980.74,4215.96,483億,1.14兆,1783億,1301億,N/A,-46.9億,1.37兆,252億,299億,N/A
2025/7/2,22463.55,22577.74,22396.26,22577.74,22286.05,22183.86,21036.5,3041.22,61.0億,1.14兆,1170億,1109億,N/A,-13.2億,1.37兆,179億,192億,N/A
2025/7/3,22707.41,22816.2,22700.86,22712.97,22357,22235.78,21107.38,3835.47,296億,1.17兆,1466億,1169億,N/A,-52.1億,1.37兆,184億,236億,N/A
2025/7/4,22756.55,22842.75,22500.97,22547.5,22407.18,22280.13,21193.31,3308.91,5.55億,1.17兆,1095億,1089億,N/A,-46.2億,1.36兆,175億,221億,N/A
2025/7/7,22550.14,22550.5,22294.11,22428.72,22476.85,22312.05,21250.46,2687.82,-55.8億,1.17兆,935億,990億,N/A,-23.9億,1.36兆,172億,196億,N/A
2025/7/8,22375.65,22375.65,22190.46,22362.27,22494.2,22318.05,21297.68,2825.43,6.39億,1.17兆,1066億,1060億,N/A,-1.34億,1.36兆,97.7億,99.0億,N/A
2025/7/9,22253.17,22527.01,22211.1,22527.01,22503.84,22320.9,21347.91,3223.45,82.5億,1.18兆,1197億,1115億,N/A,-2.97億,1.36兆,153億,156億,N/A
2025/7/10,22566.51,22699.29,22513.35,22693.25,22523.93,22341.17,21395.17,3271.24,101億,1.19兆,1196億,1094億,N/A,7277萬,1.36兆,108億,107億,N/A
2025/7/11,22602.81,22770.01,22601.95,22751.03,22541.02,22375.08,21449.89,3376.59,171億,1.20兆,1408億,1238億,N/A,-22.0億,1.36兆,115億,137億,N/A
2025/7/14,22679.18,22735.23,22525.66,22614.97,22576.92,22403.33,21504.5,2813.13,-27.5億,1.20兆,956億,983億,N/A,-9.90億,1.35兆,88.7億,98.6億,N/A
2025/7/15,22618.43,22888.23,22588.26,22835.94,22605.14,22434.55,21561.84,3197.16,186億,1.22兆,1143億,957億,N/A,-4.51億,1.35兆,55.2億,59.7億,N/A
2025/7/16,22967.51,23106.43,22923.12,23042.9,22651.66,22468.85,21627.46,3911.12,139億,1.23兆,1369億,1230億,N/A,25.3億,1.36兆,160億,134億,N/A
2025/7/17,23042.97,23159.54,22923.37,23113.28,22691.69,22524.34,21699.45,3434.17,4.91億,1.23兆,1223億,1218億,N/A,-8.74億,1.36兆,119億,128億,N/A
2025/7/18,23345.72,23468.21,23276.02,23383.13,22775.25,22591.21,21761.85,3811.69,310億,1.26兆,1413億,1103億,N/A,33.8億,1.36兆,122億,88.5億,N/A
2025/7/21,23314.29,23403.83,23243.79,23340.56,22866.43,22671.64,21826.22,3162.05,41.3億,1.27兆,1061億,1020億,N/A,-28.9億,1.36兆,97.2億,126億,N/A
2025/7/22,23301.66,23486.08,22985.9,22987.92,22929,22711.6,21878.14,4487.75,100億,1.28兆,1450億,1350億,N/A,-25.2億,1.35兆,133億,158億,N/A
2025/7/23,23063.57,23318.67,23063.57,23318.67,23008.17,22756,21932.87,3607.86,84.3億,1.29兆,1234億,1149億,N/A,-11.9億,1.35兆,74.7億,86.6億,N/A
2025/7/24,23373.67,23455.09,23295.31,23373.73,23076.21,22800.07,21985.22,3481.43,102億,1.30兆,1222億,1121億,N/A,-7.55億,1.35兆,64.8億,72.3億,N/A
2025/7/25,23454.59,23485.56,23308.45,23364.38,23137.55,22839.29,22037.38,3023.81,73.6億,1.30兆,1025億,952億,N/A,20.3億,1.35兆,87.6億,67.3億,N/A
2025/7/28,23477.1,23564.44,23350.73,23412.98,23217.35,22897.13,22081.14,3231.87,46.8億,1.31兆,1070億,1023億,N/A,34.5億,1.36兆,103億,68.1億,N/A
