時間,開盤價,最高價,最低價,收盤價,SMA10,SMA20,SMA60,成交量,買賣超(元),外資累計買賣超(元),買進(元),賣出(元),外資持股比例,買賣超(元),投信累計買賣超(元),買進(元),賣出(元),投信持股比例
2026/3/17,33380.84,34008.7,33380.84,33836.57,33325.91,33642.29,31317.24,8453.19,4.72億,4550億,2745億,2740億,N/A,2.06億,1.25兆,171億,169億,N/A
2026/3/18,33929.28,34423.66,33929.28,34348.58,33477.88,33770.57,31416.37,9234.01,90.2億,4640億,3042億,2952億,N/A,-2.88億,1.25兆,108億,110億,N/A
2026/3/19,34279.12,34279.12,33663.78,33689.68,33479.55,33834.82,31510.78,8930.7,-909億,3731億,2526億,3435億,N/A,-3.46億,1.25兆,124億,128億,N/A
2026/3/20,33719.85,33989.18,33379.24,33543.88,33473.99,33858.37,31599.88,10032.55,-403億,3328億,3951億,4354億,N/A,10.6億,1.25兆,452億,441億,N/A
2026/3/23,33334,33334,32461.09,32722.5,33535.2,33814.21,31680.81,7118.18,-839億,2489億,1991億,2830億,N/A,105億,1.27兆,193億,87.3億,N/A
2026/3/24,33062.89,33361.46,32434.54,32612.24,33519.23,33756.16,31765.4,6888.21,-123億,2366億,2450億,2573億,N/A,23.8億,1.27兆,121億,97.5億,N/A
2026/3/25,32725.27,33705.75,32725.27,33439.11,33451.73,33693.07,31863.97,6510.19,375億,2740億,2726億,2352億,N/A,11.6億,1.27兆,97.9億,86.3億,N/A
2026/3/26,33575.6,33892.56,33337.62,33337.62,33427.3,33589.3,31961.78,7653.01,-79.2億,2661億,2655億,2734億,N/A,47.4億,1.27兆,129億,81.1億,N/A
2026/3/27,33267.25,33267.25,32669.39,33112.59,33398.53,33474.2,32052.06,6574.58,-364億,2298億,2211億,2574億,N/A,-1.88億,1.27兆,105億,107億,N/A
2026/3/30,33009.68,33009.68,32326.37,32518.16,33316.09,33345.36,32124.86,6773.94,-639億,1658億,2272億,2911億,N/A,32.1億,1.28兆,105億,72.9億,N/A
2026/3/31,32419,32453.38,31705.99,31722.99,33104.74,33215.32,32181.74,8816.67,-807億,851億,3373億,4181億,N/A,32.0億,1.28兆,175億,143億,N/A
2026/4/1,31892.33,33182.22,31892.33,33174.82,32987.36,33232.62,32261.79,6519.27,233億,1083億,2639億,2406億,N/A,101億,1.29兆,178億,76.5億,N/A
2026/4/2,33218.02,33497.58,32516.94,32572.43,32875.63,33177.59,32328.73,7018.99,-387億,696億,2384億,2771億,N/A,84.2億,1.30兆,155億,71.1億,N/A
2026/4/7,32671.52,33264.22,32671.52,33229.82,32844.23,33159.11,32402.38,5838.4,101億,797億,2121億,2020億,N/A,43.6億,1.30兆,141億,97.4億,N/A
2026/4/8,33379.5,34761.38,33379.5,34761.38,33048.12,33291.66,32503.28,8932.75,1178億,1975億,3733億,2555億,N/A,47.2億,1.31兆,122億,75.1億,N/A
2026/4/9,34779.96,34884.45,34617.34,34861.16,33273.01,33396.12,32601.57,8713.81,318億,2293億,3445億,3127億,N/A,13.6億,1.31兆,99.8億,86.3億,N/A
2026/4/10,34950.87,35417.83,34950.87,35417.83,33470.88,33461.3,32702.71,8705.76,288億,2581億,3249億,2961億,N/A,-43.0億,1.30兆,94.8億,138億,N/A
2026/4/13,35422.91,35552.49,35261.73,35457.29,33682.85,33555.07,32791.91,8040.29,-162億,2419億,2820億,2982億,N/A,60.5億,1.31兆,358億,297億,N/A
2026/4/14,35584.09,36341.44,35584.09,36296.12,34001.2,33699.86,32887.24,10158.31,689億,3108億,3897億,3208億,N/A,-60.0億,1.30兆,153億,213億,N/A
2026/4/15,36369.11,37064.16,36369.11,36722.14,34421.6,33868.85,32992.02,10243.46,554億,3662億,4133億,3579億,N/A,-88.9億,1.30兆,133億,222億,N/A
2026/4/16,36759.53,37135.55,36751.09,37132.02,34962.5,34033.62,33104.88,9261.97,440億,4102億,3509億,3069億,N/A,-27.4億,1.29兆,199億,226億,N/A
2026/4/17,37145.66,37145.66,36776.28,36804.34,35325.45,34156.41,33213.47,9844.08,-20.4億,4081億,3366億,3387億,N/A,-84.0億,1.28兆,229億,313億,N/A
2026/4/20,36850.24,37344.5,36850.24,36958.8,35764.09,34319.86,33319.99,9600.35,43.5億,4125億,3424億,3380億,N/A,-20.3億,1.28兆,278億,298億,N/A
2026/4/21,37051.25,37781.83,37051.25,37605.11,36201.62,34522.92,33434.96,10205.61,602億,4726億,3782億,3181億,N/A,80.6億,1.29兆,366億,285億,N/A
2026/4/22,37627.2,38096.88,37623.38,37878.47,36513.33,34780.72,33550.57,9787.75,116億,4842億,3387億,3271億,N/A,37.1億,1.29兆,287億,250億,N/A
2026/4/23,37971.69,38921.95,37164.44,37714.15,36798.63,35035.82,33665.63,14586.9,-27.5億,4815億,5258億,5286億,N/A,13.6億,1.30兆,253億,239億,N/A
2026/4/24,37862.65,38989.94,37862.65,38932.4,37150.08,35310.48,33791.02,10800.26,439億,5254億,3937億,3498億,N/A,22.2億,1.30兆,336億,314億,N/A
2026/4/27,39858.19,40194.92,39607.74,39616.63,37566.02,35624.43,33923.98,12468.87,-512億,4742億,4438億,4950億,N/A,145億,1.31兆,392億,247億,N/A
2026/4/28,39531.93,40101.23,39521.73,39521.73,37888.58,35944.89,34053.34,10570.03,-393億,4349億,3762億,4155億,N/A,56.4億,1.32兆,212億,156億,N/A
2026/4/29,39176.24,39548.18,38896.3,39303.5,38146.72,36284.16,34187.63,9147.68,-481億,3868億,3384億,3865億,N/A,21.3億,1.32兆,226億,205億,N/A
2026/4/30,39571.46,39848.22,38926.63,38926.63,38326.18,36644.34,34307.3,10743.93,-536億,3332億,4063億,4598億,N/A,10.8億,1.32兆,149億,138億,N/A
2026/5/4,39228.39,40755.52,39228.39,40705.14,38716.26,37020.85,34453.03,10505.22,670億,4002億,4020億,3350億,N/A,20.3億,1.32兆,162億,142億,N/A
2026/5/5,40708.4,40885.05,40522.78,40769.29,39097.31,37430.7,34598.11,10476.22,39.9億,4042億,3581億,3541億,N/A,37.3億,1.33兆,268億,231億,N/A
2026/5/6,40983.04,41575.84,40616.28,41138.85,39450.68,37826.15,34745.12,15216.92,751億,4793億,6043億,5292億,N/A,15.2億,1.33兆,335億,320億,N/A
2026/5/7,41259.96,42156.06,41259.96,41933.78,39856.21,38184.77,34897.29,12455.36,464億,5257億,4815億,4351億,N/A,151億,1.34兆,341億,191億,N/A
2026/5/8,41886.03,42038.6,41132.25,41603.94,40245.19,38521.91,35048.42,13039.34,-121億,5136億,4660億,4781億,N/A,19.6億,1.35兆,309億,289億,N/A
2026/5/11,41714,42021.78,41529.25,41790.06,40530.96,38840.52,35210.52,11693.67,-110億,5026億,4288億,4398億,N/A,125億,1.36兆,299億,174億,N/A
2026/5/12,41880.66,42253.42,41471.57,41898.32,40759.12,39162.57,35381.76,14445.49,-305億,4721億,5130億,5435億,N/A,383億,1.40兆,642億,259億,N/A
2026/5/13,41795.92,41795.92,41014.53,41374.5,40944.4,39416.49,35534.75,12646.94,-434億,4287億,4294億,4728億,N/A,261億,1.42兆,519億,258億,N/A
2026/5/14,41496.23,42205.62,41496.23,41751.75,41189.23,39667.97,35692.45,12740.16,45.4億,4332億,4454億,4409億,N/A,143億,1.44兆,390億,247億,N/A
2026/5/15,41830.42,42408.66,41016.73,41172.36,41413.8,39869.99,35848.63,13723.11,-104億,4228億,4867億,4971億,N/A,-13.7億,1.44兆,343億,356億,N/A
2026/5/18,41095.82,41095.82,40170.17,40891.82,41432.47,40074.36,36000.45,10403.71,-452億,3776億,3812億,4265億,N/A,167億,1.45兆,355億,188億,N/A
2026/5/19,40883.42,40951.56,40168.51,40175.56,41373.09,40235.2,36129.96,11499.2,-632億,3143億,4076億,4708億,N/A,81.7億,1.46兆,435億,353億,N/A
2026/5/20,40204.16,40439.04,39967.08,40020.82,41261.29,40355.99,36245.76,10262.81,-466億,2677億,3832億,4298億,N/A,102億,1.47兆,353億,251億,N/A
2026/5/21,40263.18,41606.91,40263.18,41368.21,41204.73,40530.47,36375.13,10458.76,603億,3280億,3983億,3380億,N/A,53.8億,1.48兆,326億,272億,N/A
2026/5/22,41447.92,42357.6,41447.92,42267.97,41271.14,40758.16,36516.71,12337.09,761億,4042億,4723億,3962億,N/A,112億,1.49兆,365億,253億,N/A
2026/5/25,42667.87,43645.78,42667.87,43644.4,41456.57,40993.76,36665.77,13517.12,495億,4536億,4508億,4014億,N/A,84.1億,1.50兆,407億,323億,N/A
2026/5/26,43708.89,44097.63,43349.77,43525.37,41619.28,41189.2,36800.98,15487.41,354億,4891億,5521億,5167億,N/A,53.8億,1.50兆,421億,367億,N/A
2026/5/27,43842.26,44818.25,43842.26,44256.8,41907.51,41425.95,36948.35,16290.34,381億,5272億,5794億,5413億,N/A,-42.2億,1.50兆,363億,405億,N/A
2026/5/28,44240.8,44954.09,43236.36,43636.44,42095.98,41642.6,37090.7,16693.62,-381億,4891億,5791億,6172億,N/A,-62.1億,1.49兆,385億,447億,N/A
2026/5/29,43815.48,44933.95,43815.48,44732.94,42452.03,41932.92,37264.19,19153.51,801億,5692億,1.00兆,9207億,N/A,70.2億,1.50兆,463億,393億,N/A
2026/6/1,44872.82,45931.1,44872.82,45337.91,42896.64,42164.55,37472.68,16096.07,368億,6060億,6179億,5811億,N/A,77.6億,1.51兆,494億,416億,N/A
2026/6/2,45388.93,45915.92,44869.38,45557.31,43434.82,42403.96,37670.75,16950.34,108億,6169億,6193億,6084億,N/A,28.2億,1.51兆,826億,797億,N/A
2026/6/3,45660.46,46552.16,45660.46,46459.16,44078.65,42669.97,37885.08,15160.43,434億,6603億,5600億,5166億,N/A,55.5億,1.51兆,676億,621億,N/A
2026/6/4,46364.07,46364.07,45677.46,45677.46,44509.58,42857.16,38111.19,13244.72,-757億,5846億,4517億,5274億,N/A,41.7億,1.52兆,579億,538億,N/A
2026/6/5,45619.82,45619.82,44209.53,45070.94,44789.87,43030.51,38316.18,13188.3,-826億,5020億,4386億,5212億,N/A,16.2億,1.52兆,418億,402億,N/A
2026/6/8,44507.49,44507.49,42376.86,43502.78,44775.71,43116.14,38472.65,12153.98,-939億,4081億,4184億,5122億,N/A,87.8億,1.53兆,419億,332億,N/A
2026/6/9,43687.62,44821.71,43687.62,44704.44,44893.62,43256.45,38658.03,12230.63,-917億,3164億,4426億,5343億,N/A,233億,1.55兆,563億,330億,N/A
2026/6/10,44581.45,44676.49,43225.54,43225.54,44790.49,43349,38821.78,14228.34,-936億,2228億,4765億,5701億,N/A,167億,1.57兆,470億,303億,N/A
2026/6/11,43172.21,43463.03,42006.39,43149.46,44741.79,43418.88,38985.23,13373.5,-358億,1870億,5133億,5491億,N/A,132億,1.58兆,473億,340億,N/A
2026/6/12,43587.63,44798.88,43587.63,44169.04,44685.4,43568.72,39157.44,11681.54,287億,2157億,4268億,3981億,N/A,142億,1.60兆,336億,194億,N/A
2026/6/15,44447.87,45483.63,44447.87,45396.99,44691.31,43793.98,39341.58,11143.99,465億,2622億,4071億,3606億,N/A,64.4億,1.60兆,227億,163億,N/A
2026/6/16,45500.08,45809.19,45266.34,45809.19,44716.5,44075.66,39543.57,12609.74,408億,3030億,4815億,4407億,N/A,118億,1.61兆,387億,269億,N/A
2026/6/17,45685.27,45877.39,45159.51,45877.39,44658.32,44368.49,39749.13,11525.83,-207億,2824億,3918億,4125億,N/A,-2.06億,1.61兆,294億,296億,N/A
2026/6/18,45972.26,46565.7,45972.26,46465.2,44737.1,44623.34,39978.18,16005.7,211億,3035億,6429億,6218億,N/A,-53.6億,1.61兆,905億,958億,N/A
2026/6/22,46679.57,47871.19,46679.57,47741.51,45004.15,44897.01,40230.33,15125.15,685億,3720億,5362億,4678億,N/A,-105億,1.60兆,464億,569億,N/A
2026/6/23,47795.09,48218.87,47100.65,47100.65,45363.94,45069.83,40458.02,16694.9,-386億,3334億,5998億,6384億,N/A,72.4億,1.60兆,634億,562億,N/A
2026/6/24,46909.98,46909.98,45819.71,46043.6,45497.86,45195.74,40669.79,15381.34,-1774億,1560億,4909億,6683億,N/A,33.0億,1.61兆,553億,520億,N/A
2026/6/25,46339.68,46785.45,46048.7,46255.26,45800.83,45295.66,40888.83,13668.88,-405億,1155億,5022億,5427億,N/A,174億,1.63兆,645億,471億,N/A
2026/6/26,46188.6,46188.6,44454.22,44571.76,45943.06,45342.43,41089.73,16712.23,-1432億,-277億,5255億,6687億,N/A,101億,1.64兆,453億,352億,N/A
2026/6/29,44594.81,45521.63,44594.81,44999.9,46026.15,45355.77,41311.01,10443.9,-43.4億,-321億,4432億,4475億,N/A,145億,1.65兆,433億,288億,N/A
2026/6/30,45165.8,46637.86,45165.8,46125.91,46099.04,45395.17,41526.86,12651.64,-5.09億,-326億,5020億,5026億,N/A,3.65億,1.65兆,440億,437億,N/A
2026/7/1,46234.7,47293.1,46234.7,47018.99,46220.02,45468.26,41767.64,13668.33,324億,-2.06億,4874億,4550億,N/A,156億,1.67兆,755億,599億,N/A
2026/7/2,46833.89,46910.31,45981.89,46744.16,46306.69,45482.51,41992.88,10824.48,-890億,-893億,3625億,4516億,N/A,99.6億,1.68兆,484億,384億,N/A
2026/7/3,46545.14,46948.83,45880.69,46780.62,46338.24,45537.67,42193.2,10768.55,-778億,-1670億,3622億,4400億,N/A,75.0億,1.68兆,379億,304億,N/A
2026/7/6,46897.18,47395.3,46431.38,46556.39,46219.72,45611.94,42388.12,10634.75,-255億,-1925億,3472億,3727億,N/A,71.6億,1.69兆,300億,229億,N/A
2026/7/7,46537.34,46967.04,45432.02,45479.11,46057.57,45710.76,42555.81,12268.71,-547億,-2473億,4132億,4679億,N/A,96.8億,1.70兆,331億,234億,N/A
2026/7/8,45524.69,45837.12,45036.64,45734.41,46026.65,45762.25,42727.09,10010.34,-379億,-2852億,3874億,4253億,N/A,127億,1.71兆,266億,140億,N/A
2026/7/9,45805.62,46064.06,45352.41,45354.61,45936.59,45868.71,42878.07,9938.02,-473億,-3325億,3679億,4151億,N/A,199億,1.73兆,302億,103億,N/A
2026/7/13,45500.32,46330.91,45272.9,45380.52,46017.46,45980.26,43022.37,10655.3,-196億,-3520億,4089億,4284億,N/A,126億,1.75兆,288億,162億,N/A
2026/7/14,45364.4,45364.4,43654.04,44737.95,45991.27,46008.71,43149.14,12424.66,-519億,-4039億,4555億,5074億,N/A,110億,1.76兆,330億,220億,N/A
2026/7/15,44850.69,45881.91,44850.69,45631.59,45941.84,46020.44,43296.26,10219.27,-14.2億,-4053億,3951億,3965億,N/A,125億,1.77兆,342億,216億,N/A
2026/7/16,45511.98,45855.02,44970.64,45624.98,45802.43,46011.23,43440.69,9301.98,-483億,-4537億,3466億,3949億,N/A,86.5億,1.78兆,319億,232億,N/A
2026/7/17,45234.08,45234.08,42671.27,42671.27,45395.15,45850.92,43525.13,13301.51,-1883億,-6420億,3859億,5742億,N/A,73.5億,1.79兆,409億,335億,N/A
2026/7/20,42793.15,43084.51,41967.75,42449.7,44962.05,45650.14,43601.32,10394.86,-60.8億,-6481億,4678億,4739億,N/A,163億,1.80兆,389億,225億,N/A
2026/7/21,42566.93,44232.87,42566.93,44232.87,44729.7,45474.71,43709.96,8647.38,-43.3億,-6524億,3518億,3561億,N/A,171億,1.82兆,392億,221億,N/A
2026/7/22,44513.75,45323.75,44513.75,44825.78,44664.37,45360.97,43808.19,10228.47,173億,-6351億,4102億,3928億,N/A,189億,1.84兆,389億,200億,N/A
2026/7/23,44899.04,45089.82,44340.76,44850.81,44576.01,45301.33,43895.42,9278.23,69.6億,-6281億,3663億,3593億,N/A,73.7億,1.84兆,284億,211億,N/A
2026/7/24,44769.39,44769.39,43607.4,43654.84,44406.03,45171.31,43964.31,8241.18,-610億,-6891億,2865億,3475億,N/A,47.6億,1.85兆,233億,185億,N/A
2026/7/27,43585.92,43686.15,42969.48,43634.19,44231.4,45124.43,44036.49,7471.11,80.4億,-6810億,3351億,3270億,N/A,4.81億,1.85兆,165億,160億,N/A
2026/7/28,43221.93,43221.93,41565,41603.36,43917.94,44954.6,44081.1,8718.72,-875億,-7685億,2924億,3799億,N/A,16.1億,1.85兆,219億,203億,N/A
2026/7/29,41491.48,41698.39,39384.85,40039.18,43358.7,44650.27,44070,11484.53,-223億,-7908億,4686億,4908億,N/A,57.1億,1.86兆,236億,179億,N/A
2026/7/30,40048.94,41155.42,39404.65,39933.3,42789.53,44295.98,44056.07,11450.77,-483億,-8391億,4985億,5468億,N/A,140億,1.87兆,283億,143億,N/A
2026/7/31,41610.41,43214.36,41610.41,43119.75,42834.38,44114.76,44089.08,8873.29,676億,-7715億,4013億,3338億,N/A,360億,1.91兆,405億,45.2億,N/A
2026/8/3,42780.42,43784.19,42780.42,43386.41,42928.05,43945.05,44113.29,8850.07,-192億,-7907億,3514億,3706億,N/A,233億,1.93兆,355億,121億,N/A
2026/8/4,43092.49,43912.77,42895.81,43360.66,42840.83,43785.26,44142.57,10862.78,-57.3億,-7964億,4477億,4534億,N/A,272億,1.96兆,470億,198億,N/A
2026/8/5,43809.83,44980.31,43809.83,44611.6,42819.41,43741.89,44189.6,11992.36,903億,-7061億,4946億,4043億,N/A,113億,1.97兆,290億,178億,N/A
2026/8/6,44487.94,44601.24,44024.32,44396.7,42774,43675,44231.23,9732,20.2億,-7041億,3924億,3904億,N/A,94.1億,1.98兆,239億,144億,N/A
2026/8/7,44450.19,44827.13,43941.56,44225.91,42831.11,43618.57,44278.76,8497.24,-407億,-7448億,3103億,3511億,N/A,-25.6億,1.98兆,168億,180億,N/A
