時間,開盤價,最高價,最低價,收盤價,SMA10,SMA20,SMA60,成交量,買賣超(元),主力累計買賣超(元),買進(元),賣出(元)
2024/11/18,22693.96,22781.77,22503.69,22546.54,23066.32,23115.37,22529.1,3567.69,-179億,-6477億,162億,341億
2024/11/19,22614.74,22906.69,22578.75,22848.8,23040.52,23080.69,22536.09,3611.44,106億,-6371億,253億,147億
2024/11/20,22872.91,22977.56,22622.47,22688.36,22987.62,23038.33,22543.6,3864.8,-247億,-6617億,155億,401億
2024/11/21,22671.66,22708.57,22490.28,22555.66,22902.3,22999.38,22550.38,3564.61,-164億,-6781億,179億,342億
2024/11/22,22799.53,23019.04,22799.53,22904.32,22837.35,22984.97,22562.82,3564.42,125億,-6656億,214億,89億
2024/11/25,22996.05,23172.43,22948.37,22948.37,22779.22,22964.96,22574.62,4828.41,128億,-6529億,416億,288億
2024/11/26,22789.6,22832.11,22645.13,22678.76,22748.92,22939,22582.85,3176.66,-302億,-6831億,109億,412億
2024/11/27,22665.58,22743.99,22334.78,22334.78,22696.37,22909.41,22582.25,3828.59,-474億,-7305億,117億,591億
2024/11/28,22380.45,22413.25,22124.31,22298.9,22654.73,22883.33,22583.87,3336.93,-159億,-7464億,81億,240億
2024/11/29,22202.28,22429.86,22055.38,22262.5,22606.7,22857.45,22583.78,3154.02,-194億,-7658億,179億,373億
2024/12/2,22456.5,22802.53,22456.5,22736.93,22625.74,22846.03,22592.14,3192.07,183億,-7475億,270億,88億
2024/12/3,22972.3,23144.78,22972.3,23027.46,22643.6,22842.06,22607.73,4040.93,328億,-7147億,449億,122億
2024/12/4,23126.08,23255.33,23034.7,23255.33,22700.3,22843.96,22643.77,3668.79,293億,-6854億,378億,85億
2024/12/5,23308.29,23387.17,23225.31,23267.94,22771.53,22836.92,22678.44,3857.08,150億,-6704億,315億,165億
2024/12/6,23278.68,23361.12,23137.62,23193.27,22800.42,22818.89,22707.74,3702.8,58億,-6646億,188億,130億
2024/12/9,23287.79,23325.99,23172.22,23273.25,22832.91,22806.07,22743.22,3693.79,29億,-6617億,185億,156億
2024/12/10,23228.26,23329.01,23071.43,23125.08,22877.54,22813.23,22777.57,3562.4,-111億,-6728億,105億,216億
2024/12/11,23108.36,23108.36,22880.57,22903.63,22934.43,22815.4,22808.78,3391.62,-170億,-6898億,116億,286億
2024/12/12,23050.64,23189.29,23030.48,23046.8,23009.22,22831.97,22832.01,3614.27,70億,-6828億,166億,96億
2024/12/13,23002.37,23097.52,22920.84,23020.48,23085.02,22845.86,22853.02,3550.35,-53億,-6881億,134億,187億
2024/12/16,23207.21,23264.4,22959.91,23039.9,23115.31,22870.53,22872.85,4221.36,19億,-6862億,222億,204億
2024/12/17,23131.57,23223.51,23018.01,23018.01,23114.37,22878.99,22895.17,4105.57,71億,-6791億,355億,284億
2024/12/18,23014.43,23211.17,22934.59,23168.67,23105.7,22903,22913.94,4112.83,-6877萬,-6792億,213億,214億
2024/12/19,22947.56,22947.56,22743.3,22932.25,23072.13,22921.83,22926.82,4218.59,-326億,-7118億,157億,483億
2024/12/20,22798.39,22845.59,22510.25,22510.25,23003.83,22902.13,22930.56,4794.87,-433億,-7552億,179億,613億
2024/12/23,22811.56,23132.25,22811.56,23104.54,22986.96,22909.94,22941.78,3611.37,373億,-7179億,539億,166億
2024/12/24,23260.74,23326.25,23120.24,23120.24,22986.48,22932.01,22947.75,3471.85,152億,-7027億,292億,140億
2024/12/25,23226.35,23296.36,23159.36,23220.13,23018.13,22976.28,22953.78,3101.19,148億,-6879億,260億,112億
2024/12/26,23276.08,23320.62,23241.94,23246.94,23038.14,23023.68,22960.85,3066.58,71億,-6808億,180億,109億
2024/12/27,23251.28,23335.66,23204.35,23275.68,23063.66,23074.34,22978.36,2925.05,61億,-6747億,175億,114億
2024/12/30,23274.26,23331.67,23159.7,23190.2,23078.69,23097,22991.69,2744.56,-84億,-6831億,154億,238億
2024/12/31,23094.07,23123.96,22972.99,23035.1,23080.4,23097.38,23003.9,2731.48,-168億,-6999億,130億,298億
2025/1/2,22975.71,23038.08,22713.63,22832.06,23046.74,23076.22,23006.06,3786.48,-411億,-7410億,134億,545億
2025/1/3,23018.56,23092.07,22905.4,22908.3,23044.34,23058.24,23011.01,3367.65,2億,-7408億,210億,208億
2025/1/6,23131.79,23553.29,23131.79,23547.71,23148.09,23075.96,23025.82,4234.19,608億,-6800億,741億,133億
2025/1/7,23824.72,23943.95,23651.27,23651.27,23202.76,23094.86,23038.31,4387.29,187億,-6614億,319億,132億
2025/1/8,23522.29,23671.28,23388.63,23407.33,23231.47,23108.97,23045.51,3708.95,-167億,-6781億,140億,307億
2025/1/9,23406.72,23463.96,23081.13,23081.13,23217.57,23117.85,23042,3925.47,-346億,-7127億,117億,463億
2025/1/10,23067.46,23202.25,22989.67,23011.86,23194.06,23116.1,23042.01,3425.12,-218億,-7345億,65億,283億
2025/1/13,23070.32,23070.32,22458.22,22488.33,23115.33,23089.5,23032.59,4610.64,-617億,-7962億,118億,735億
2025/1/14,22573.96,22797.52,22542.93,22797.52,23076.06,23077.38,23021.09,2808.59,-91億,-8053億,146億,237億
2025/1/15,22757.46,22777.34,22509.65,22514.57,23024.01,23052.2,23003.96,3011.45,-294億,-8347億,77億,371億
2025/1/16,22817.52,23147.69,22817.52,23025.1,23043.31,23045.03,22995.45,3418,307億,-8041億,421億,114億
2025/1/17,23190.12,23209.88,22905.53,23148.08,23067.29,23055.82,22992.34,3279.2,53億,-7987億,231億,178億
2025/1/20,23203.47,23346.64,23176.43,23266.82,23039.2,23093.65,22993.58,2796.24,141億,-7846億,241億,100億
2025/1/21,23266.49,23377.64,23174.02,23300.01,23004.08,23103.42,22992.77,2621.5,-4億,-7850億,143億,146億
2025/1/22,23472.67,23642.08,23472.67,23525.41,23015.88,23123.68,22998.23,3575.34,184億,-7666億,298億,114億
2025/2/3,22796.71,22796.71,22502.2,22694.71,22977.24,23097.41,22994.36,5247.61,-701億,-8367億,178億,879億
2025/2/4,22836.27,22934.31,22720.62,22793.96,22955.45,23074.76,22993.92,4222.14,-177億,-8544億,177億,354億
2025/2/5,22916.38,23249.33,22916.38,23161.58,23022.78,23069.05,23000.28,3586.38,291億,-8253億,377億,86億
2025/2/6,23226.5,23348.42,23216.65,23316.6,23074.68,23075.37,23006.13,3410.11,110億,-8143億,259億,149億
2025/2/7,23289.97,23478.27,23254.17,23478.27,23171.05,23097.53,23012.33,3619.24,243億,-7900億,305億,62億
2025/2/10,23421.77,23448.16,23163.85,23252.14,23193.76,23118.54,23012.91,3344.6,-169億,-8069億,95億,264億
2025/2/11,23321.92,23485.51,23289.76,23384.05,23217.36,23142.32,23012.49,3546.52,134億,-7936億,224億,90億
2025/2/12,23449.31,23528.61,23289.75,23289.75,23219.65,23129.42,23008.09,3779.26,14億,-7922億,164億,150億
2025/2/13,23263.28,23413.1,23206.45,23399.41,23229.59,23116.83,23005.92,3860.15,104億,-7818億,248億,144億
2025/2/14,23198.39,23276.24,23142.95,23152.61,23192.31,23104.1,23008.77,4146.05,-197億,-8015億,121億,318億
2025/2/17,23258.17,23510.68,23242.84,23505.33,23273.37,23125.31,23019.52,3715.92,311億,-7704億,438億,127億
2025/2/18,23550.5,23666.11,23454.09,23666.11,23360.59,23158.02,23035.36,3392.65,76億,-7628億,191億,115億
2025/2/19,23589.44,23683.46,23550.99,23604.08,23404.84,23213.81,23049.72,3893.94,-14億,-7642億,145億,158億
2025/2/20,23530.97,23576.71,23400.75,23487.46,23421.92,23248.3,23065.4,3908.3,-126億,-7767億,151億,277億
2025/2/21,23526.13,23732.58,23488.42,23730.25,23447.12,23309.09,23080.09,3997.59,215億,-7552億,298億,83億
2025/2/24,23573.8,23605.22,23461.43,23565.31,23478.44,23336.1,23094.71,3732.37,-104億,-7655億,137億,241億
2025/2/25,23376.42,23376.42,23209.53,23285.72,23468.6,23342.98,23106.88,4119.23,-450億,-8106億,138億,588億
2025/2/26,23221.84,23431.24,23156.02,23402.55,23479.88,23349.77,23115.18,3831.04,-54億,-8160億,187億,242億
2025/2/27,23446.46,23487.73,23053.18,23053.18,23445.26,23337.42,23116.93,5497.06,-488億,-8649億,161億,649億
2025/3/3,22734.05,22775.02,22611.1,22756.25,23405.62,23298.97,23118.22,4392.48,-484億,-9132億,169億,652億
2025/3/4,22508.8,22700.94,22359.5,22596.88,23314.78,23294.07,23122.59,4154.66,-443億,-9575億,115億,558億
2025/3/5,22778.86,22948.3,22757.22,22871.9,23235.36,23297.97,23132.14,3695.03,-87億,-9662億,118億,205億
2025/3/6,22930.11,22979.97,22715.43,22715.43,23146.49,23275.66,23139.69,3601.37,-186億,-9849億,123億,309億
2025/3/7,22696.23,22747.11,22542.08,22576.07,23055.35,23238.64,23137,3668.9,-268億,-1兆,99億,367億
2025/3/10,22548.98,22641.25,22407.57,22459.15,22928.24,23187.68,23127.53,3546.57,-220億,-1兆,99億,319億
2025/3/11,22126.06,22140.39,21769.57,22071.09,22778.82,23128.63,23107.8,4286.81,-453億,-1兆,160億,613億
2025/3/12,22171.1,22391.47,22153.61,22278.36,22678.09,23073.34,23091.3,3505,-112億,-1兆,129億,241億
2025/3/13,22403.34,22552.43,21961.68,21961.68,22534,23006.94,23070.78,3784.64,-211億,-1兆,108億,319億
2025/3/14,21986.81,22074.03,21895.9,21968.05,22425.49,22935.37,23049.02,3480.17,-82億,-1兆,179億,261億
2025/3/17,22137.53,22306.83,22110.08,22118.63,22361.72,22883.67,23032.25,3102.2,-18億,-1兆,190億,208億
2025/3/18,22204.62,22327.1,22186.42,22271.67,22329.2,22821.99,23021.72,2827.21,75億,-1兆,223億,148億
2025/3/19,22245.42,22247.66,21942.69,21960.83,22238.1,22736.73,23003.62,3166.52,-294億,-1兆,99億,393億
2025/3/20,22171,22377.26,22171,22377.26,22204.28,22675.39,22992.9,2779.52,235億,-1兆,309億,74億
2025/3/21,22362.38,22366.95,22200.23,22209.1,22167.58,22611.47,22979.05,3329.39,-151億,-1兆,214億,366億
2025/3/24,22348.38,22380.73,22106.64,22106.64,22132.33,22530.29,22963.86,2508.29,-112億,-1兆,57億,169億
2025/3/25,22269.37,22414.02,22228.68,22273.19,22152.54,22465.68,22948.93,2567.67,97億,-1兆,179億,82億
2025/3/26,22327.61,22398.12,22235.89,22260.29,22150.73,22414.41,22937.74,2229.47,23億,-1兆,174億,151億
2025/3/27,22093.2,22093.2,21919.4,21951.76,22149.74,22341.87,22928.43,2793.06,-328億,-1兆,123億,451億
2025/3/28,21836.16,21836.16,21525.05,21602.89,22113.23,22269.36,22903.4,3265.74,-361億,-1兆,121億,482億
2025/3/31,21254.63,21254.63,20695.9,20695.9,21970.95,22166.34,22862.99,4372.6,-431億,-1兆,169億,600億
2025/4/1,20884.53,21315.52,20884.53,21280.17,21871.8,22100.5,22830.66,2778.79,82億,-1兆,216億,134億
2025/4/2,21313.77,21390.52,21235.99,21298.22,21805.54,22021.82,22798.18,2399.23,-45億,-1兆,77億,122億
2025/4/7,20153.57,20153.57,19212.02,19232.35,21491.05,21847.67,22730.79,1660.23,108億,-1兆,210億,101億
2025/4/8,19064.47,19064.47,18180.48,18459.95,21116.14,21641.86,22651.96,5774.57,-458億,-1兆,179億,637億
2025/4/9,18337.44,18371.52,17306.97,17391.76,20644.65,21388.49,22557.9,5897.21,-387億,-1兆,179億,565億
2025/4/10,18256.47,19024.47,18256.47,19000.03,20317.33,21234.94,22494.03,2084.38,-82億,-1兆,224億,306億
2025/4/11,18772.5,19528.77,18418.2,19528.77,20044.18,21097.46,22437.71,5268.29,153億,-1兆,439億,287億
2025/4/14,19686.68,20023.63,19508.93,19513.09,19800.31,20975.03,22370.46,4747.02,-243億,-1兆,193億,435億
2025/4/15,19609.9,19895.43,19576.15,19857.67,19625.79,20869.51,22307.24,3053.35,-28億,-1兆,153億,181億
2025/4/16,19737.09,19737.09,19453.14,19468,19503,20736.98,22241.58,2963.62,-266億,-1兆,131億,397億
2025/4/17,19389.52,19478,19196.47,19338.73,19308.86,20590.33,22179.21,2574.01,-142億,-1兆,106億,249億
2025/4/18,19423.98,19499.28,19376.35,19395.03,19118.54,20462.04,22118.93,2015.58,-118億,-1兆,82億,200億
2025/4/21,19321.14,19359.96,19080.6,19106.2,19105.92,20298.49,22062.56,2135.54,-31億,-1兆,79億,110億
2025/4/22,18990.86,19059.65,18793.43,18793.43,19139.27,20127.7,21995.82,2498.94,-88億,-1兆,95億,183億
2025/4/23,19163.61,19639.14,19163.61,19639.14,19364.01,20004.33,21947.9,2753.9,237億,-1兆,310億,73億
2025/4/24,19752.59,19752.59,19433.37,19478.81,19411.89,19864.61,21888.8,2489.03,-70億,-1兆,85億,155億
2025/4/25,19861.24,20012.27,19861.24,19872.73,19446.28,19745.23,21834.21,2982.79,235億,-1兆,313億,78億
2025/4/28,19972.07,20073.75,19972.07,20034.41,19498.42,19649.36,21780.33,2229.22,74億,-1兆,149億,75億
2025/4/29,20018.32,20232.63,20007.3,20232.63,19535.91,19580.85,21729.21,2500.23,84億,-1兆,169億,85億
2025/4/30,20215.39,20331.89,20185.31,20235.03,19612.61,19557.81,21674.37,2820.97,-85億,-1兆,212億,297億
2025/5/2,20534.08,20787.64,20534.08,20787.64,19757.51,19533.18,21642.59,3394.4,334億,-1兆,447億,113億
2025/5/5,20839.04,20885.54,20320.8,20532.99,19871.3,19494.92,21604.9,3964.77,75億,-1兆,328億,254億
2025/5/6,20353.88,20623.85,20349.56,20522.59,20012.94,19559.43,21560.92,3148.24,78億,-1兆,212億,134億
2025/5/7,20575.15,20685.28,20418.03,20546.49,20188.25,19663.76,21514.75,2762.94,28億,-1兆,219億,191億
2025/5/8,20559.65,20747.28,20543.4,20543.4,20278.67,19821.34,21465.84,2557.07,55億,-1兆,246億,192億
2025/5/9,20690.8,20915.04,20643.56,20915.04,20422.3,19917.09,21426.89,3030.44,209億,-1兆,298億,89億
2025/5/12,20996.95,21176.13,20996.95,21129.54,20547.98,19997.13,21389.31,2866.81,130億,-1兆,235億,105億
2025/5/13,21474.02,21626.28,21330.14,21330.14,20677.55,20087.98,21356.65,4146.59,177億,-1兆,300億,123億
2025/5/14,21552.42,21782.87,21552.42,21782.87,20832.57,20184.24,21329.71,4351.62,531億,-1兆,640億,109億
2025/5/15,21776.65,21821.01,21674.32,21730.25,20982.1,20297.35,21306,3525.83,83億,-1兆,206億,123億
2025/5/16,21731.88,21854.5,21697.85,21843.69,21087.7,20422.6,21278.31,3497.42,124億,-1兆,195億,71億
2025/5/19,21786.33,21786.33,21496.69,21523.83,21186.78,20529.04,21242.6,3362.89,-188億,-1兆,106億,295億
2025/5/20,21631.61,21746.56,21517.1,21526.03,21287.13,20650.03,21207.97,2809.7,-7383萬,-1兆,122億,123億
2025/5/21,21603.58,21879.24,21603.58,21803.91,21412.87,20800.56,21179.91,3046.51,268億,-1兆,367億,99億
2025/5/22,21733.82,21733.82,21585.31,21670.96,21525.63,20902.15,21145.59,3034.98,-40億,-1兆,147億,186億
2025/5/23,21766.24,21798.88,21559.78,21652.24,21599.35,21010.82,21113.7,3136.55,-81億,-1兆,136億,217億
2025/5/26,21577.64,21688.45,21536.57,21536.57,21640.05,21094.01,21084.55,3030.73,-4億,-1兆,196億,200億
2025/5/27,21491.65,21558.47,21310,21336.54,21640.69,21159.12,21050.12,3193.83,-193億,-1兆,174億,367億
2025/5/28,21539.15,21634.37,21305.73,21357.72,21598.17,21215.37,21021.86,3320.03,-44億,-1兆,221億,265億
2025/5/29,21531.29,21605.26,21347.3,21347.3,21559.88,21270.99,20998.38,4803.79,13億,-1兆,487億,475億
2025/6/2,21253.97,21256.1,20940.98,21002.71,21475.78,21281.74,20971.81,3578.57,-410億,-1兆,177億,587億
2025/6/3,21126.7,21303.21,21110.63,21126.93,21436.09,21311.44,20942.73,3559.62,44億,-1兆,255億,211億
2025/6/4,21341.44,21618.09,21341.44,21618.09,21445.3,21366.21,20924.44,4166.15,296億,-1兆,462億,166億
2025/6/5,21695.93,21738.93,21626.74,21674.43,21432.35,21422.61,20909.41,3703.33,31億,-1兆,176億,145億
2025/6/6,21637.77,21702.46,21606.7,21660.66,21431.32,21478.47,20896.1,3062.62,-45億,-1兆,136億,181億
2025/6/9,21773.45,21866.27,21717.52,21790.29,21445.12,21522.24,20891.42,3076.56,108億,-1兆,205億,98億
2025/6/10,21921.24,22294.86,21921.24,22242.14,21515.68,21577.87,20890.82,4026.03,516億,-1兆,628億,112億
2025/6/11,22376.37,22470.1,22294.6,22470.1,21629.04,21634.86,20899.29,4118.66,216億,-1兆,339億,123億
2025/6/12,22362.67,22390.17,22253.64,22287.82,21722.05,21660.11,20904.62,3499.64,29億,-1兆,250億,221億
2025/6/13,22215.5,22228.01,21984.36,22072.95,21794.61,21677.25,20903.86,3743.6,-40億,-1兆,151億,191億
2025/6/16,22058.57,22094.6,21936.38,22049.9,21899.33,21687.56,20900.16,2979.54,20億,-1兆,202億,182億
2025/6/17,22172.59,22331.69,22118.46,22211.59,22007.8,21721.94,20904.34,3740.13,30億,-1兆,218億,188億
2025/6/18,22135.83,22370.25,22104.68,22356.73,22081.66,21763.48,20904,3946.23,117億,-1兆,238億,121億
2025/6/19,22238.1,22249.4,21973.04,22003.5,22114.57,21773.46,20900.57,3377.28,-208億,-1兆,117億,325億
2025/6/20,21960.51,22089.48,21779.55,22045.74,22153.08,21792.2,20899.56,4633.62,-84億,-1兆,320億,404億
2025/6/23,21750.7,21801.32,21551.58,21732.02,22147.25,21796.19,20890.54,3140.69,-82億,-1兆,197億,279億
2025/6/24,22001.48,22201.05,22001.48,22188.76,22141.91,21828.8,20889.35,4012.71,248億,-1兆,394億,146億
2025/6/25,22341.87,22444.51,22284.52,22430.61,22137.96,21883.5,20897.33,4006.22,380億,-1兆,480億,100億
2025/6/26,22425.39,22587.67,22391.27,22492.34,22158.41,21940.23,20912.15,3995.89,127億,-1兆,367億,240億
2025/6/27,22503.85,22580.08,22388.59,22580.08,22209.13,22001.87,20943.55,3742.53,168億,-1兆,379億,211億
2025/6/30,22508.33,22558.95,22256.02,22256.02,22229.74,22064.54,20959.82,3653.89,17億,-1兆,258億,241億
2025/7/1,22419.74,22730.76,22401.58,22553.72,22263.95,22135.87,20980.74,4215.96,369億,-1兆,515億,147億
2025/7/2,22463.55,22577.74,22396.26,22577.74,22286.05,22183.86,21036.5,3041.22,62億,-1兆,185億,123億
2025/7/3,22707.41,22816.2,22700.86,22712.97,22357,22235.78,21107.38,3835.47,232億,-9837億,387億,155億
2025/7/4,22756.55,22842.75,22500.97,22547.5,22407.18,22280.13,21193.31,3308.91,-58億,-9895億,105億,163億
2025/7/7,22550.14,22550.5,22294.11,22428.72,22476.85,22312.05,21250.46,2687.82,-13億,-9908億,144億,157億
2025/7/8,22375.65,22375.65,22190.46,22362.27,22494.2,22318.05,21297.68,2825.43,30億,-9878億,135億,106億
2025/7/9,22253.17,22527.01,22211.1,22527.01,22503.84,22320.9,21347.91,3223.45,93億,-9785億,206億,113億
2025/7/10,22566.51,22699.29,22513.35,22693.25,22523.93,22341.17,21395.17,3271.24,148億,-9637億,228億,80億
2025/7/11,22602.81,22770.01,22601.95,22751.03,22541.02,22375.08,21449.89,3376.59,189億,-9448億,312億,123億
2025/7/14,22679.18,22735.23,22525.66,22614.97,22576.92,22403.33,21504.5,2813.13,-117億,-9566億,118億,235億
2025/7/15,22618.43,22888.23,22588.26,22835.94,22605.14,22434.55,21561.84,3197.16,178億,-9387億,314億,136億
2025/7/16,22967.51,23106.43,22923.12,23042.9,22651.66,22468.85,21627.46,3911.12,184億,-9204億,283億,99億
2025/7/17,23042.97,23159.54,22923.37,23113.28,22691.69,22524.34,21699.45,3434.17,73億,-9131億,186億,113億
2025/7/18,23345.72,23468.21,23276.02,23383.13,22775.25,22591.21,21761.85,3811.69,337億,-8794億,454億,117億
2025/7/21,23314.29,23403.83,23243.79,23340.56,22866.43,22671.64,21826.22,3162.05,-10億,-8804億,99億,109億
2025/7/22,23301.66,23486.08,22985.9,22987.92,22929,22711.6,21878.14,4487.75,45億,-8759億,283億,238億
2025/7/23,23063.57,23318.67,23063.57,23318.67,23008.17,22756,21932.87,3607.86,100億,-8660億,227億,127億
2025/7/24,23373.67,23455.09,23295.31,23373.73,23076.21,22800.07,21985.22,3481.43,106億,-8553億,218億,112億
2025/7/25,23454.59,23485.56,23308.45,23364.38,23137.55,22839.29,22037.38,3023.81,17億,-8537億,175億,159億
2025/7/28,23477.1,23564.44,23350.73,23412.98,23217.35,22897.13,22081.14,3231.87,80億,-8457億,180億,100億
2025/7/29,23414.36,23422.17,23094.67,23201.52,23253.91,22929.52,22125.61,3902.88,-86億,-8543億,104億,189億
2025/7/30,23288.72,23461.72,23264.64,23461.72,23295.79,22973.72,22174.6,3359.27,107億,-8435億,244億,137億
2025/7/31,23523.59,23631.11,23454.44,23542.52,23338.71,23015.2,22224.53,4117.47,143億,-8293億,229億,87億
2025/8/1,23318.37,23484.21,23168.27,23434.38,23343.84,23059.54,22272.71,4045.47,-110億,-8403億,141億,251億
2025/8/4,23260.18,23378.94,23151.65,23378.94,23347.68,23107.06,22313.78,3394,-60億,-8463億,169億,229億
2025/8/5,23498.4,23671.84,23498.4,23660.59,23414.94,23171.97,22355.96,3798.98,181億,-8282億,250億,68億
2025/8/6,23443.36,23557.49,23433.53,23447.36,23427.81,23217.99,22391.25,3610.46,-81億,-8363億,105億,186億
2025/8/7,23717.35,24050.54,23717.35,24003.77,23490.82,23283.51,22428.27,4669.73,409億,-7954億,517億,108億
2025/8/8,24026.65,24131.46,23967.99,24021.26,23556.5,23347.03,22466.45,4316.18,69億,-7885億,188億,119億
2025/8/11,23980.39,24249.05,23887.25,24135.5,23628.76,23423.05,22504.65,4367.43,101億,-7785億,236億,135億
2025/8/12,24182.84,24263.92,24065.43,24158.36,23724.44,23489.17,22548.55,4303.63,-40億,-7825億,195億,236億
2025/8/13,24232.04,24406.94,24172.19,24370.02,23815.27,23555.53,22595.95,5735.22,116億,-7709億,288億,173億
2025/8/14,24258.5,24389.51,24198.88,24238.1,23884.83,23611.77,22636.52,4861.89,-51億,-7760億,150億,201億
2025/8/15,24266.23,24385.56,24164.43,24334.48,23974.84,23659.34,22680.92,4538.04,55億,-7705億,185億,130億
2025/8/18,24272.55,24515.65,24257.3,24482.52,24085.2,23716.44,22728.09,4572.65,79億,-7626億,210億,131億
2025/8/19,24493.92,24551.42,24324.29,24353.5,24154.49,23784.72,22775.04,4773.5,-190億,-7816億,95億,285億
2025/8/20,24309.27,24309.27,23620.24,23625.44,24172.3,23800.05,22813.18,5717.74,-615億,-8431億,128億,742億
2025/8/21,23739.83,24011.5,23739.83,23962.13,24168.13,23829.47,22856.59,4201.8,-24億,-8454億,215億,239億
2025/8/22,24033.02,24071.65,23764.47,23764.47,24142.45,23849.48,22896.88,3691.56,-154億,-8609億,75億,229億
2025/8/25,24108.81,24362.02,24108.75,24277.38,24156.64,23892.7,22951.46,4310.23,290億,-8319億,390億,100億
2025/8/26,24237.36,24382.42,24113.03,24305.1,24171.31,23947.88,23004.43,5313.57,-43億,-8362億,276億,319億
2025/8/27,24449.81,24539.88,24410.08,24519.9,24186.3,24000.79,23052.79,4668.3,93億,-8270億,259億,167億
2025/8/28,24468.12,24502.37,24236.45,24236.45,24186.14,24035.48,23095.49,4487.77,-103億,-8372億,124億,226億
2025/8/29,24438.03,24570.15,24233.1,24233.1,24176,24075.42,23138.36,4780.43,-43億,-8415億,155億,198億
2025/9/1,24143.37,24312.83,23885.41,24071.73,24134.92,24110.06,23176.39,5222.19,-247億,-8663億,115億,363億
2025/9/2,24113.9,24295.03,23890.33,24016.78,24101.25,24127.87,23205.96,4195.83,-67億,-8729億,128億,195億
2025/9/3,24036.88,24103.23,23925.49,24100.3,24148.73,24160.51,23233.13,3747.19,55億,-8674億,205億,150億
2025/9/4,24235.27,24389.35,24168.16,24179.85,24170.51,24169.32,23264.67,4501.46,9億,-8666億,158億,149億
2025/9/5,24244.26,24494.58,24244.26,24494.58,24243.52,24192.98,23305.03,4261.38,195億,-8471億,316億,121億
2025/9/8,24610.85,24729.96,24547.38,24547.38,24270.52,24213.58,23346.65,4425.49,76億,-8395億,244億,168億
2025/9/9,24650.46,24880.07,24650.46,24855.18,24325.53,24248.42,23390.71,5118.09,262億,-8133億,387億,125億
2025/9/10,25032.88,25272.23,25032.88,25192.59,24392.79,24289.55,23437.98,5397.6,482億,-7651億,602億,121億
2025/9/11,25509.3,25541.44,25174.13,25215.71,24490.72,24338.43,23491.51,6090.5,261億,-7390億,379億,117億
2025/9/12,25349.7,25492.28,25349.7,25474.64,24614.87,24395.44,23548.66,4946.85,228億,-7162億,345億,117億
2025/9/15,25494.1,25519.94,25284.17,25357.16,24743.42,24439.17,23609.08,4075.64,-63億,-7224億,152億,215億
2025/9/16,25335.46,25664.81,25335.46,25629.64,24904.7,24502.98,23666.43,4548.38,243億,-6981億,385億,142億
2025/9/17,25543.91,25632.07,25422.96,25438.25,25038.5,24593.62,23716.56,4393.38,-88億,-7070億,163億,251億
2025/9/18,25543.17,25769.36,25475.25,25769.36,25197.45,24683.98,23771.17,4671.14,189億,-6881億,314億,126億
2025/9/19,25794.66,25864.01,25578.37,25578.37,25305.83,24774.67,23821.15,6193.13,-54億,-6935億,273億,326億
2025/9/22,25599.6,25887.69,25599.6,25880.6,25439.15,24854.83,23881.56,4817.48,-20億,-6954億,202億,221億
2025/9/23,26121,26307.3,26041.69,26247.37,25578.37,24951.95,23943.12,5467.26,144億,-6810億,233億,88億
2025/9/24,26389.16,26394.03,26045.47,26196.73,25678.78,25035.79,24003.43,5149.58,-176億,-6986億,118億,294億
2025/9/25,26067.97,26247.85,26023.85,26023.85,25759.6,25125.16,24058.61,5030.37,-22億,-7008億,205億,227億
2025/9/26,25998.28,25998.28,25469.04,25580.32,25770.17,25192.52,24109.16,4997.47,-313億,-7321億,78億,391億
2025/9/30,25738.31,25975.84,25738.31,25820.54,25816.5,25279.96,24165.69,4551.64,92億,-7229億,334億,242億
2025/10/1,26078.29,26325.79,25982.91,25982.91,25851.83,25378.27,24226.04,4687.05,44億,-7185億,252億,208億
2025/10/2,26392.31,26489.79,26330.25,26378.39,25945.84,25492.17,24290.22,5065.08,259億,-6925億,391億,132億
2025/10/3,26435.1,26761.06,26410.03,26761.06,26045.01,25621.23,24358.02,4798.95,226億,-6699億,317億,91億
2025/10/7,27029.28,27301.42,27017.08,27211.95,26208.37,25757.1,24432.37,5754.88,119億,-6581億,277億,158億
2025/10/8,26999.82,27110.43,26883.99,27063.68,26326.68,25882.92,24506.52,4710.69,-103億,-6684億,91億,194億
2025/10/9,27301.61,27463.12,27253.07,27301.92,26432.14,26005.25,24580.95,5824.16,111億,-6573億,267億,156億
2025/10/13,26762.6,26965.72,26470.44,26923.42,26504.8,26091.79,24645.62,6081.17,-560億,-7134億,127億,687億
2025/10/14,27282.1,27507.16,26764.06,26793.15,26581.73,26170.67,24706.95,7085.91,-237億,-7370億,149億,386億
2025/10/15,26911.05,27275.71,26773.15,27275.71,26751.27,26260.72,24771.83,5210.42,-80億,-7450億,145億,225億
2025/10/16,27337.32,27732.78,27337.32,27647.87,26934.01,26375.25,24843.62,5652.62,223億,-7228億,348億,125億
2025/10/17,27399.91,27513.09,27302.37,27302.37,27065.95,26458.89,24915.53,5562.71,-324億,-7552億,137億,461億
2025/10/20,27480.44,27768.27,27412.45,27688.63,27196.98,26571.41,24988.36,4987.8,174億,-7378億,317億,143億
2025/10/21,27742.55,27969.05,27742.55,27752.41,27296.11,26670.56,25061.34,5286.28,29億,-7349億,242億,213億
2025/10/22,27614.11,27725.83,27490.89,27648.91,27339.81,26774.09,25132.75,4628.84,-228億,-7577億,67億,295億
